user0,user1,user2,user3,,,,
0.57432603,0.89924155,1.280600299,1.638725677,0.474569378,0.915711662,1.506920177,2.135270182
0.564172158,0.892953906,1.288872733,1.648442228,0.470899173,0.898156996,1.527408548,2.106504344
0.579517545,0.889142789,1.283073536,1.668126687,0.475891426,0.905668308,1.526126288,2.109981715
0.567368488,0.890256644,1.305608882,1.659139357,0.479240376,0.921645806,1.510925591,2.09112347
0.56976362,0.890270848,1.288580227,1.67511202,0.467783521,0.9090728,1.494727441,2.148974419
0.559723758,0.89888795,1.301137461,1.680348675,0.472428591,0.930479138,1.512814124,2.0870096
0.566002813,0.893131312,1.29542579,1.68504147,0.468403715,0.922153511,1.496162814,2.130928257
0.561670349,0.904273088,1.297341296,1.685139178,0.469754876,0.898834373,1.531053682,2.112277553
0.55097805,0.887488032,1.318591962,1.697446843,0.470612196,0.906265958,1.52467342,2.100202298
0.563416835,0.89572957,1.309255227,1.701851209,0.468280333,0.911459411,1.495646668,2.145862654
0.555953321,0.8911398,1.310513399,1.709899085,0.460102497,0.909450707,1.51136195,2.151298083
0.565187228,0.893639724,1.308506258,1.697055846,0.482334975,0.921355383,1.488966963,2.116120705
0.554291298,0.895511153,1.311918295,1.72391089,0.473784641,0.92183437,1.496825965,2.104882149
0.54802745,0.890468827,1.323164502,1.724783177,0.492044382,0.902766922,1.490694758,2.121259239
0.554367056,0.887928785,1.313620176,1.721844253,0.477203641,0.914108047,1.489997704,2.147508758
0.543518226,0.894706067,1.329649103,1.731606928,0.474679975,0.916365425,1.51206194,2.115623718
0.552911275,0.890895569,1.32621555,1.72529198,0.483910405,0.907661135,1.483108903,2.133857125
0.55209575,0.887349981,1.328872001,1.732806843,0.451738734,0.895179548,1.550136342,2.132388463
0.537662997,0.890574871,1.329482649,1.751879078,0.468701667,0.916245748,1.511702536,2.107330207
0.542743839,0.883473427,1.325246805,1.763510174,0.473752527,0.911730404,1.50314674,2.116970393
0.540085241,0.895049641,1.33366025,1.732720968,0.478630184,0.922242662,1.508143583,2.0973308
0.546487467,0.884527511,1.321632667,1.751936912,0.466478482,0.899185076,1.531025083,2.106403607
0.544324931,0.890746972,1.332124199,1.757223696,0.481048419,0.933850219,1.488279257,2.104855851
0.544326679,0.891415745,1.324172754,1.759925933,0.476784476,0.925944758,1.511731952,2.113023823
0.546882553,0.88185824,1.334792007,1.760410325,0.467042629,0.912900402,1.507170425,2.129036451
0.5409799,0.891943858,1.32947886,1.764243755,0.468772826,0.930161624,1.52071777,2.12026322
0.543416026,0.896961274,1.339840715,1.775851852,0.464105331,0.921699441,1.502808289,2.121340626
0.540761198,0.889757386,1.34080193,1.772098724,0.47450269,0.93741069,1.507373059,2.09646351
0.537029054,0.887912175,1.344696881,1.778916088,0.47618451,0.908894675,1.521936231,2.100057535
0.538261281,0.880723784,1.346729566,1.798120947,0.474694112,0.90936167,1.504150406,2.121743172
0.53141814,0.890825179,1.354905277,1.786340991,0.47268992,0.920849664,1.50206717,2.12082769
0.53076733,0.898268518,1.338295503,1.784646934,0.477382567,0.898714967,1.513047267,2.136683777
0.537990385,0.893095083,1.34132813,1.793062879,0.465155373,0.903464194,1.535588916,2.126792156
0.530618627,0.89547356,1.353506873,1.793722338,0.483574774,0.894645833,1.514151856,2.128110417
0.529931159,0.889252333,1.353302812,1.790228323,0.467874794,0.898790492,1.520032346,2.133902002
0.528337136,0.883061751,1.346556939,1.812035804,0.478366297,0.930501718,1.480599599,2.099768113
0.526379977,0.893485732,1.359698123,1.788440504,0.463228947,0.915941702,1.510788983,2.128559347
0.533427256,0.892081438,1.344140475,1.802855109,0.469324309,0.91392473,1.510833821,2.099465821
0.530664388,0.886299153,1.357020156,1.805523042,0.472804312,0.901518328,1.516276848,2.12095548
0.520567376,0.895296393,1.356392892,1.82212533,0.450744049,0.93695196,1.49965592,2.123569736
0.528541399,0.894260151,1.3626555,1.804772701,0.462917489,0.899748655,1.520463761,2.129565554
0.531333236,0.892533491,1.359959723,1.805914806,0.476891235,0.927731124,1.484583823,2.11694787
0.524704461,0.887697557,1.375312943,1.81505094,0.468055047,0.914458532,1.529586203,2.109503239
0.517718091,0.898286593,1.361525611,1.812768613,0.466407255,0.912934742,1.501818235,2.112349124
0.528954467,0.882614726,1.360773573,1.829818976,0.466135494,0.930154933,1.527271099,2.094739755
0.513993462,0.889228737,1.364938769,1.833552413,0.483073926,0.91842048,1.520910465,2.106167594
0.522418855,0.891679295,1.367085856,1.829567073,0.474326277,0.918036845,1.494411465,2.128161134
0.514907613,0.891028979,1.372091315,1.833080414,0.464779909,0.905105584,1.515363267,2.122208811
0.520551846,0.889480031,1.37999697,1.83373766,0.480314529,0.919119235,1.513485854,2.108379742
0.518642788,0.89285589,1.363710734,1.830769485,0.479810045,0.912873142,1.497186408,2.124291466
0.523403003,0.898339618,1.368476333,1.837668649,0.488782941,0.911023542,1.509307795,2.099768688
0.514663382,0.894917914,1.378884223,1.825734089,0.456223881,0.917703804,1.525864734,2.122520075
0.516053909,0.892483345,1.366390323,1.836411463,0.482181928,0.920420855,1.506403002,2.111921067
0.516932206,0.884919798,1.375448299,1.847235374,0.482695315,0.916426483,1.514191561,2.099772976
0.509400601,0.896390897,1.377702247,1.853662726,0.486478529,0.915361981,1.499038968,2.098103597
0.516098014,0.877255265,1.38168944,1.846283784,0.457732615,0.917461633,1.507767535,2.137793076
0.514305344,0.886529638,1.381365075,1.854093431,0.470017697,0.94277119,1.507020409,2.077650852
0.521507366,0.886423665,1.388383201,1.848765055,0.472034542,0.909104281,1.506174392,2.122388541
0.515915029,0.888191733,1.386457579,1.854498235,0.472560172,0.896862548,1.513034251,2.134379314
0.519247966,0.879284284,1.381800234,1.849567565,0.482866193,0.916639711,1.498495859,2.10056159
0.516155811,0.880870957,1.392393753,1.858991337,0.472934185,0.908391719,1.524336078,2.123285341
0.519599765,0.884308293,1.373478546,1.865849675,0.455823459,0.931278793,1.507669106,2.119916916
0.521965467,0.890488794,1.379152546,1.854696474,0.47399396,0.903286789,1.501582556,2.14987026
0.510076347,0.895802359,1.382148965,1.867913188,0.462785897,0.928767621,1.498305012,2.118285809
0.510601543,0.895677832,1.377057236,1.865906615,0.460827202,0.943423473,1.505045752,2.113221548
0.515379295,0.895553513,1.381112783,1.866019431,0.452682219,0.903072492,1.520011956,2.126502353
0.508737767,0.897334271,1.382061063,1.866641644,0.476012128,0.903515616,1.506450764,2.117983255
0.518155312,0.886239385,1.387625057,1.876932696,0.484933375,0.893769007,1.510103904,2.112989708
0.507190963,0.894435194,1.397847124,1.871708857,0.478419085,0.912176991,1.496642248,2.14104955
0.511748249,0.888384753,1.396340276,1.863798304,0.470213869,0.918598852,1.498033754,2.108067971
0.502910088,0.887013962,1.40501847,1.886683256,0.473864887,0.907761565,1.502258761,2.130538872
0.508536697,0.898944158,1.382332828,1.864609318,0.474061979,0.919134187,1.510792336,2.092672552
0.508976444,0.897844027,1.399906316,1.869609834,0.47160699,0.940769439,1.474780846,2.119287185
0.512053063,0.894069602,1.390884799,1.880293114,0.465933333,0.906102926,1.532509321,2.12225007
0.514762461,0.892841346,1.384692881,1.873749929,0.495783497,0.891847744,1.501754501,2.131049789
0.507663687,0.891846902,1.392276687,1.876636525,0.473233372,0.92690891,1.482336047,2.130911712
0.510483384,0.89433761,1.391898849,1.875757102,0.463849015,0.926810348,1.50485544,2.125766378
0.510191427,0.886724614,1.39189772,1.882518855,0.46591084,0.903013608,1.539899675,2.094839907
0.51486681,0.886604616,1.390649059,1.890617088,0.472078417,0.899434839,1.524381925,2.134607426
0.508958376,0.889848718,1.392153772,1.87865566,0.470471203,0.922216187,1.533680792,2.089404362
0.505900276,0.88385713,1.392042337,1.897311181,0.454649143,0.919008751,1.519683459,2.154652108
0.507156741,0.89600829,1.40651302,1.875543159,0.469339647,0.904018283,1.518803972,2.128842982
0.505770433,0.898190032,1.399608154,1.879953032,0.482534337,0.90854085,1.490092319,2.129024385
0.509400464,0.898229554,1.391970165,1.89285434,0.478899878,0.895830309,1.513894746,2.109446414
0.511073372,0.890881964,1.386076447,1.893407814,0.462001686,0.922320679,1.511952659,2.135263314
0.50534799,0.900916293,1.397524096,1.895060305,0.486755457,0.900240901,1.516761704,2.106939768
0.498114119,0.902344479,1.400844915,1.894199388,0.46965289,0.892800289,1.529455112,2.134864525
0.499903309,0.89168866,1.402939155,1.890437724,0.479153707,0.931874083,1.482645614,2.089949156
0.509155545,0.901880547,1.388622669,1.898271483,0.47206726,0.92388264,1.495584055,2.126002382
0.50380946,0.891164134,1.391501424,1.895809396,0.468511528,0.917253844,1.523688522,2.104334089
0.498008808,0.906551793,1.395484648,1.90168572,0.461420828,0.931486439,1.527456021,2.108291935
0.507371486,0.891003135,1.397566753,1.900169746,0.47312574,0.895486143,1.496205361,2.144722136
0.502923093,0.892820664,1.403604173,1.903824185,0.477282566,0.924988286,1.495874068,2.126099139
0.498839667,0.899728052,1.412354001,1.886141376,0.477858781,0.902287206,1.511120105,2.128120166
0.506136348,0.890562274,1.40163999,1.899332297,0.476259114,0.900147856,1.513031707,2.112668872
0.499873294,0.894716955,1.409794783,1.899427274,0.45684226,0.92784485,1.518652975,2.116929061
0.495141143,0.886571121,1.413116963,1.919019387,0.46998542,0.914982488,1.501628638,2.116866247
0.504342561,0.888989082,1.417126262,1.903655817,0.484192777,0.899680783,1.521291853,2.121150234
0.505340542,0.894329662,1.394415203,1.902817423,0.463906411,0.919916246,1.517374645,2.084723774
0.496247468,0.889099878,1.416365584,1.919575004,0.469092653,0.919594451,1.505550173,2.109625969
0.507456406,0.885909497,1.413207342,1.910470962,0.465643531,0.902208579,1.536166748,2.119162241
0.500430084,0.900212783,1.412746028,1.901684331,0.459314915,0.910575179,1.517080725,2.125263302
0.50244513,0.889150455,1.411830109,1.910967914,0.46402991,0.936858662,1.502237064,2.085669422
0.496032498,0.900686968,1.411344255,1.924198686,0.472048837,0.907203142,1.512969542,2.129591611
0.508662713,0.894251066,1.411888849,1.904920023,0.47537285,0.90424136,1.518928353,2.132649013
0.508119787,0.887169592,1.406768699,1.918358591,0.463487929,0.925496406,1.511580236,2.114182556
0.500174904,0.898713754,1.41547051,1.917624883,0.474047807,0.905094162,1.500483203,2.124309332
0.498246538,0.896394663,1.403217432,1.919383342,0.467803104,0.921039468,1.50140762,2.122011602
0.501906755,0.891305105,1.415349954,1.916037746,0.46195439,0.901743074,1.541548205,2.108483173
0.500893955,0.889933747,1.419707059,1.921350095,0.479000207,0.908047524,1.505844953,2.116366921
0.507054448,0.88888965,1.413224148,1.919175918,0.469094728,0.918051453,1.523534508,2.123539586
0.49490712,0.898572731,1.406760599,1.922481064,0.471393508,0.929245668,1.518956666,2.1149386
0.50730645,0.893352921,1.407535042,1.926773988,0.470547417,0.919656288,1.516263686,2.114402516
0.506013783,0.885811967,1.414571047,1.924503843,0.477478647,0.893869933,1.502023014,2.135187782
0.496779249,0.899768618,1.413684494,1.914625562,0.459598754,0.894028287,1.544117088,2.117315303
0.496316058,0.893259055,1.412930265,1.927280804,0.477319778,0.911141143,1.501525897,2.128537197
0.500363038,0.890707627,1.413398746,1.914822939,0.480744175,0.905867346,1.498892973,2.115813931
0.499057405,0.897425243,1.421727756,1.916794112,0.47294683,0.90362821,1.518713088,2.128275846
0.495585689,0.897879126,1.416869752,1.927392313,0.465383441,0.899702726,1.504602032,2.15451608
0.498056994,0.894175353,1.40748405,1.936312982,0.449071416,0.923510052,1.526818423,2.108934729
0.499754697,0.880355248,1.418613517,1.921624792,0.472983831,0.897806061,1.52193114,2.100780481
0.501016862,0.8938001,1.416048526,1.931631628,0.461015207,0.905230543,1.518440809,2.116222743
0.495633968,0.892283173,1.422203026,1.920382634,0.466749335,0.899629324,1.504118728,2.144258374
0.498866033,0.902334112,1.410505001,1.923236612,0.457323867,0.930938747,1.519405248,2.117318139
0.503194275,0.89349506,1.418898463,1.920153763,0.463059197,0.911110454,1.501110962,2.132693467
0.49893351,0.900635663,1.415936334,1.922419534,0.468139213,0.930554046,1.504688268,2.111213675
0.506156741,0.892495329,1.39589594,1.944536043,0.467899586,0.919659849,1.508000074,2.107305112
0.501124789,0.892716793,1.406311991,1.939102209,0.470427906,0.893696743,1.504323341,2.149393242
0.500919932,0.890236769,1.427940606,1.931352299,0.472327077,0.90697432,1.512657818,2.116612739
0.494011774,0.891726147,1.42417951,1.932581522,0.467147238,0.905306333,1.506991499,2.124840796
0.501099424,0.888213349,1.411354825,1.938946276,0.476539585,0.914620105,1.512425005,2.116217974
0.491322566,0.882576841,1.423884733,1.948291034,0.477256543,0.908271832,1.526495205,2.130391431
0.495679348,0.901275175,1.423406416,1.937716418,0.476980789,0.931068707,1.501933291,2.112454442
0.498717661,0.895660033,1.415987361,1.93978529,0.47181436,0.907900664,1.502554384,2.127709587
0.491015972,0.894539084,1.423774696,1.930907692,0.469309343,0.938368296,1.52239788,2.110699763
0.490549008,0.893168365,1.425141198,1.948807488,0.464619597,0.918937141,1.495586434,2.121582721
0.489719245,0.89503496,1.422013976,1.94176648,0.47556963,0.904730528,1.510825265,2.130549292
0.490365065,0.895029165,1.419162439,1.947419279,0.470929741,0.904285183,1.500846254,2.140414348
0.497061582,0.902490412,1.414209874,1.941437487,0.462677739,0.915525597,1.487780335,2.139905645
0.494129678,0.896972698,1.428129196,1.941612922,0.482930425,0.907961213,1.52704552,2.079571166
0.488615325,0.885965949,1.438828761,1.941128827,0.472068583,0.912008101,1.482693731,2.130413672
0.497534843,0.892872862,1.421931818,1.944332803,0.494633501,0.89858236,1.492648999,2.109227514
0.496706416,0.890683803,1.425069129,1.944645045,0.466275648,0.893534918,1.507817655,2.125459973
0.493747415,0.904593248,1.419359601,1.939820662,0.472159075,0.907159779,1.498529363,2.147652516
0.497593033,0.894339753,1.430353149,1.945244225,0.471261006,0.904585754,1.524597033,2.13500338
0.497822095,0.883370617,1.423895102,1.949688989,0.47873188,0.916361033,1.49720509,2.121483792
0.489734321,0.894296223,1.428015033,1.947969046,0.45175654,0.926697496,1.529101167,2.112947017
0.489838766,0.906608392,1.424682062,1.938541733,0.469309179,0.908074538,1.497039696,2.158211863
0.490260243,0.892459527,1.430087035,1.958490197,0.481439101,0.878401522,1.522178743,2.117055121
0.491676617,0.898174915,1.431509821,1.947063704,0.464135815,0.901062355,1.528821895,2.129748757
0.485789045,0.896564319,1.430224644,1.953107886,0.470548079,0.914385012,1.509339569,2.106061453
0.494422428,0.892095493,1.432730193,1.955084035,0.479429524,0.89750015,1.503720942,2.111822099
0.497140736,0.884896138,1.430988305,1.95290702,0.4815949,0.927491076,1.492382129,2.107400665
0.490746238,0.903958461,1.428987396,1.948387577,0.467997869,0.918264852,1.534207203,2.11854047
0.488273069,0.899628606,1.428519169,1.945338963,0.477331839,0.933180332,1.487764963,2.121057629
0.488989963,0.894860891,1.431298038,1.95294157,0.47343571,0.911682373,1.485515535,2.140286464
0.48983845,0.88694445,1.437805845,1.960991081,0.484204122,0.915607049,1.50618291,2.102958317
0.493607051,0.891918803,1.424790806,1.958525321,0.479810224,0.918426663,1.511272301,2.118106541
0.497199414,0.896096772,1.415824104,1.964302537,0.463018038,0.913926227,1.508123853,2.127714387
0.492203345,0.8985167,1.427982606,1.951999786,0.46824971,0.914075097,1.523809487,2.109867172
0.491393793,0.891146679,1.436801619,1.96423102,0.470313146,0.901906867,1.533143146,2.100910616
0.491047478,0.90006295,1.433641006,1.949574504,0.463007429,0.926823682,1.542924121,2.102567207
0.484647864,0.894761417,1.442595667,1.958048476,0.472259919,0.910194306,1.493405913,2.143668652
0.491801305,0.892293183,1.432212269,1.965327442,0.459535305,0.913611246,1.531290832,2.111945443
0.490101076,0.888313581,1.4425526,1.963625006,0.483818789,0.911814494,1.518255082,2.10976816
0.491748783,0.887256961,1.438007065,1.954153472,0.459907445,0.92255616,1.514925792,2.130815404
0.488988078,0.893482384,1.433171273,1.96275556,0.472168669,0.919176675,1.505710058,2.133425425
0.496917543,0.892815761,1.427978654,1.959919449,0.464399333,0.917593162,1.523268783,2.120085584
0.492799747,0.9026365,1.428525334,1.950481031,0.474998496,0.914458805,1.507657933,2.118137057
0.488097342,0.899421265,1.433037204,1.967018644,0.469887344,0.900340716,1.521608033,2.139180536
0.486963892,0.897869457,1.430656449,1.970301222,0.463044941,0.921833915,1.499994781,2.130763666
0.485694883,0.897755334,1.434584776,1.966461513,0.493219327,0.9369244,1.489385533,2.100134553
0.488173885,0.891493525,1.434501708,1.970639749,0.470620098,0.916258648,1.503449939,2.119668151
0.490898559,0.894426948,1.439817959,1.9650458,0.480166256,0.913789787,1.525354056,2.128596011
0.489855786,0.904035328,1.424854777,1.965839012,0.479228635,0.903215186,1.519556502,2.105099723
0.488134588,0.891848119,1.434013795,1.974623417,0.48038557,0.916810306,1.509275332,2.108543722
0.491904758,0.89892635,1.435913555,1.964303936,0.498694283,0.92447381,1.498309621,2.092423819
0.488232278,0.8930498,1.430416076,1.974135666,0.480065183,0.913173565,1.481450439,2.147872096
0.494105657,0.904266208,1.423133301,1.976139617,0.464443015,0.896409902,1.525146553,2.152193743
0.494210744,0.895180707,1.436933576,1.962401532,0.468908991,0.919855805,1.527956567,2.115188298
0.485154185,0.89661523,1.436348595,1.964910313,0.473776822,0.911088848,1.484082385,2.123663521
0.481255144,0.882431507,1.445066118,1.982329204,0.464027068,0.903355437,1.516111335,2.119211731
0.49283369,0.892324263,1.43753263,1.96553376,0.455560161,0.913907711,1.523831276,2.125459392
0.491738296,0.898499153,1.443921726,1.961722013,0.455922388,0.902741385,1.533818589,2.132066916
0.488057665,0.888182186,1.443301414,1.968235052,0.457567519,0.918254228,1.525128879,2.126011868
0.49532521,0.889946715,1.437808123,1.969133948,0.455583188,0.911431598,1.537644182,2.119759233
0.490373633,0.891582596,1.435125227,1.969813655,0.46240044,0.912443934,1.50773757,2.150252678
0.491785619,0.897381367,1.444497406,1.965345073,0.457122622,0.936858728,1.50244139,2.118064182
0.493950029,0.890907651,1.43572449,1.979720601,0.478460884,0.901570106,1.507779794,2.116061655
0.487026672,0.886698637,1.454036799,1.971247088,0.460688396,0.921569048,1.542585941,2.099351809
0.497219586,0.893718126,1.427886502,1.97347829,0.460672939,0.918309577,1.531216699,2.106899781
0.494427195,0.895425495,1.429239673,1.976215497,0.459939879,0.896691074,1.552560075,2.144426297
0.48291949,0.894867557,1.428786262,1.98962288,0.490836872,0.91454293,1.495177653,2.106109546
0.48972111,0.894420184,1.43766256,1.966143269,0.469455657,0.918614472,1.500401532,2.137229297
0.484292978,0.896965436,1.436810343,1.974341357,0.488068978,0.889984851,1.495524876,2.145679682
0.486837169,0.896834384,1.432862163,1.977316659,0.478323708,0.918564204,1.48682509,2.142739714
0.490834286,0.886040095,1.437441368,1.987108096,0.489378,0.911238593,1.497131881,2.111132618
0.485914054,0.893811367,1.443252537,1.985728669,0.469833905,0.914934956,1.506580816,2.112952456
0.490906297,0.897937912,1.430495703,1.973686874,0.471172533,0.91894965,1.494270345,2.133838288
0.486341393,0.899245854,1.442993069,1.976637928,0.471755861,0.924414692,1.501707089,2.110806682
0.486727877,0.899463722,1.442630878,1.972013532,0.461457035,0.927271238,1.521252945,2.103526283
0.485207208,0.901832775,1.442872457,1.973616666,0.471670545,0.894817379,1.528912069,2.125275919
0.489855711,0.901630663,1.432448885,1.980688697,0.452137474,0.915054824,1.52159345,2.127831222
0.489364859,0.898757329,1.445904074,1.990332705,0.469865958,0.903183051,1.537228625,2.08339945
0.486496706,0.896289581,1.440688872,1.980323781,0.472977187,0.920299658,1.495091084,2.109454274
0.488985345,0.892229277,1.436902307,1.978962984,0.485082483,0.929474797,1.492918847,2.10526714
0.49323093,0.895244395,1.439232288,1.97622586,0.468992333,0.916213506,1.526455702,2.111006406
0.483421602,0.894149932,1.434855733,1.987351079,0.451170906,0.925740729,1.516176825,2.131814694
0.489016615,0.894262558,1.446750033,1.981672048,0.466444353,0.922313911,1.520940758,2.124602422
0.495019515,0.887166514,1.443276439,1.977992821,0.467702114,0.923842091,1.493030135,2.135485585
0.485473964,0.893982415,1.452273411,1.981466373,0.466644016,0.935845553,1.482575089,2.120827383
0.490009267,0.890012372,1.445608525,1.971666766,0.469796136,0.892921651,1.531589908,2.115382281
0.48890443,0.887349864,1.446043781,1.984486162,0.467323721,0.927714727,1.491503889,2.13307541
0.489808026,0.894633978,1.439828484,1.991216766,0.466325541,0.90506204,1.511733348,2.120540854
0.481415444,0.891080162,1.442063553,1.988587931,0.473086914,0.914674191,1.504880009,2.12080244
0.483791826,0.893843841,1.451400806,1.980812382,0.4960203,0.885695345,1.51493487,2.104564102
0.480577223,0.900388085,1.446901189,1.990135427,0.464021739,0.920126057,1.50240283,2.137365704
0.493451551,0.895871887,1.439469123,1.9869143,0.438797312,0.941128135,1.544974297,2.107350253
0.487120568,0.898099488,1.444562574,1.986047545,0.463781871,0.908323475,1.515539676,2.135518793
0.489306371,0.896214701,1.44028372,1.983252664,0.469850684,0.896184328,1.511077584,2.14888342
0.48679619,0.886396971,1.452694675,1.989269189,0.484749306,0.900793538,1.517471872,2.099698237
0.485588999,0.898248719,1.444679056,1.974741359,0.466087678,0.906934256,1.543602798,2.113610584
0.486843592,0.899289514,1.439336418,1.990364898,0.47103301,0.916434043,1.510591754,2.110587939
0.486140604,0.90089989,1.450563156,1.968351695,0.482139933,0.92800013,1.510871304,2.077690842
0.486215952,0.891803891,1.444368075,1.986825306,0.473591739,0.910700948,1.505884063,2.129385492
0.482861857,0.895540671,1.455622592,1.987325705,0.475312527,0.926753806,1.499963963,2.105828087
0.48525037,0.890324949,1.449126752,1.99092027,0.470953609,0.911939282,1.511340412,2.135909899
0.484105527,0.89558473,1.440595759,1.990462406,0.470670108,0.927668832,1.491165533,2.10455343
0.47992832,0.89801982,1.447180181,2.002005508,0.478745806,0.906411691,1.508985858,2.138687155
0.488769287,0.892182676,1.453038151,1.989867882,0.47378397,0.900441888,1.523780562,2.108629312
0.486053753,0.890885132,1.445904245,1.998377947,0.472841087,0.9227463,1.491715278,2.105685246
0.482501848,0.893794583,1.452180859,1.991368103,0.468279325,0.927383118,1.494194362,2.118838749
0.483658789,0.888766307,1.455822557,1.983251242,0.475632612,0.894265971,1.505740407,2.11189873
0.484748721,0.893327967,1.454481323,1.983243186,0.465465381,0.931427072,1.519479026,2.107204689
0.48256838,0.883920032,1.451313057,2.010730229,0.477004571,0.923509928,1.50137719,2.128620451
0.48537807,0.897132553,1.441275045,1.98336778,0.463911274,0.912876998,1.504077015,2.131505073
0.484308417,0.898390477,1.45105072,1.997417788,0.46920313,0.909645258,1.514433604,2.137630883
0.484257082,0.893694909,1.451966448,1.992219364,0.46951226,0.917153427,1.511811111,2.128059877
0.482089442,0.889889677,1.4524043,2.002191705,0.479884538,0.899181666,1.500008816,2.145409427
0.481762794,0.892416182,1.45132136,2.005940516,0.456139522,0.930560613,1.54106914,2.084672054
0.485448545,0.900395341,1.447601173,1.985734012,0.484855598,0.915009301,1.500894105,2.121369073
