systemThrouput,,,
2.738241117,,4.968406353,MAX
2.74057646,,4.951859165,MEAN
2.785073519,,,
2.835370833,,,
2.910110765,,,
2.978370227,,,
3.03689808,,,
3.097093727,,,
3.162590815,,,
3.209050113,,,
3.263825519,,,
3.308168038,,,
3.34911976,,,
3.398834693,,,
3.437960066,,,
3.487256844,,,
3.516719083,,,
3.550218703,,,
3.577218863,,,
3.589615213,,,
3.628065357,,,
3.655777202,,,
3.686022019,,,
3.688906241,,,
3.725822425,,,
3.747675362,,,
3.787645609,,,
3.781881559,,,
3.81407823,,,
3.826140651,,,
3.861712335,,,
3.864380714,,,
3.884662698,,,
3.899434938,,,
3.910878462,,,
3.929860226,,,
3.943709333,,,
3.955691553,,,
3.973230229,,,
3.995217905,,,
4.004444861,,,
4.025096452,,,
4.015251164,,,
4.032082557,,,
4.048209588,,,
4.063729981,,,
4.070091123,,,
4.080935172,,,
4.086671122,,,
4.097701409,,,
4.107531677,,,
4.120487093,,,
4.133010143,,,
4.143609922,,,
4.136276258,,,
4.161594751,,,
4.172211933,,,
4.162597837,,,
4.184325583,,,
4.181644448,,,
4.189677934,,,
4.201914358,,,
4.214180157,,,
4.21710061,,,
4.224911572,,,
4.232825413,,,
4.257291661,,,
4.236178475,,,
4.252802768,,,
4.264254637,,,
4.241696687,,,
4.27177104,,,
4.270265942,,,
4.265265714,,,
4.281724835,,,
4.29077629,,,
4.307182357,,,
4.294486603,,,
4.309145333,,,
4.315598448,,,
4.31005331,,,
4.304518441,,,
4.32906031,,,
4.332035398,,,
4.349485804,,,
4.345113075,,,
4.342132045,,,
4.357796383,,,
4.355732497,,,
4.357380812,,,
4.345489568,,,
4.372253906,,,
4.384567737,,,
4.373489068,,,
4.364277517,,,
4.389485604,,,
4.379221534,,,
4.390217914,,,
4.393037228,,,
4.405788672,,,
4.410207694,,,
4.41521991,,,
4.418615773,,,
4.410319778,,,
4.423236815,,,
4.422369552,,,
4.427043583,,,
4.423940367,,,
4.427617168,,,
4.438182571,,,
4.451937194,,,
4.446762571,,,
4.465762045,,,
4.446319512,,,
4.453560869,,,
4.451224182,,,
4.45919385,,,
4.454810532,,,
4.463081557,,,
4.473309021,,,
4.46636314,,,
4.486943899,,,
4.474508302,,,
4.482691472,,,
4.488442685,,,
4.468562567,,,
4.480094282,,,
4.47776145,,,
4.499382774,,,
4.492316535,,,
4.495425417,,,
4.496435026,,,
4.507586394,,,
4.492561149,,,
4.505667515,,,
4.507460838,,,
4.493838399,,,
4.51551701,,,
4.506354781,,,
4.505428404,,,
4.525267394,,,
4.533737874,,,
4.524603807,,,
4.521419935,,,
4.53494436,,,
4.5336153,,,
4.529057049,,,
4.533918375,,,
4.541718626,,,
4.523322664,,,
4.533011941,,,
4.539455171,,,
4.530401025,,,
4.538834521,,,
4.543203642,,,
4.554368876,,,
4.558377924,,,
4.553314514,,,
4.547118278,,,
4.55154106,,,
4.561473922,,,
4.558152785,,,
4.561562573,,,
4.561857549,,,
4.562578935,,,
4.552090098,,,
4.561445847,,,
4.569898024,,,
4.571601486,,,
4.567067504,,,
4.571585077,,,
4.582274889,,,
4.560273934,,,
4.579167025,,,
4.585709513,,,
4.591944924,,,
4.587388906,,,
4.588149737,,,
4.593049308,,,
4.5877023,,,
4.59785194,,,
4.60095455,,,
4.591991694,,,
4.594735581,,,
4.599265861,,,
4.596103835,,,
4.601846445,,,
4.620772403,,,
4.594395864,,,
4.594889996,,,
4.60340109,,,
4.604730189,,,
4.610166512,,,
4.613081584,,,
4.612694491,,,
4.610247189,,,
4.610296527,,,
4.624870105,,,
4.621530348,,,
4.606525709,,,
4.625024192,,,
4.622507787,,,
4.621417324,,,
4.616487105,,,
4.630335975,,,
4.630971977,,,
4.624632252,,,
4.631220466,,,
4.639838586,,,
4.62308156,,,
4.620830624,,,
4.626903359,,,
4.643884761,,,
4.626298253,,,
4.632107886,,,
4.63564094,,,
4.632340038,,,
4.646346229,,,
4.630756703,,,
4.638082146,,,
