AggregateReceived
27999999721.49669
111999998883.21638
111999998902.04544
111999998889.42433
111999998891.15019
111999998898.57826
83999999162.2021
111999998895.02719
111999998882.82204
55999999437.21801
111999998875.61096
27999999715.226772
111999998877.68619
27999999720.594795
27999999720.925503
27999999717.50307
83999999170.66461
27999999719.50326
27999999716.019318
111999998884.02945
111999998904.09482
111999998889.7312
111999998881.21014
111999998891.1312
55999999439.60449
83999999169.06863
27999999719.33594
111999998880.00294
55999999457.2341
27999999722.121964
55999999449.30159
27999999716.82258
83999999162.16626
111999998900.80655
111999998909.62238
55999999434.388794
27999999716.699844
111999998888.47455
111999998877.53178
27999999723.02549
27999999720.097042
111999998891.99503
27999999722.754944
83999999160.10458
83999999157.49313
111999998893.92342
111999998891.28606
111999998895.47032
27999999716.040997
111999998892.90816
111999998888.6694
111999998893.06369
27999999718.570908
27999999723.005344
111999998890.66672
83999999175.27461
27999999715.853134
27999999718.15056
83999999165.19563
83999999157.51428
83999999161.69632
111999998896.11606
27999999724.4981
111999998886.34563
27999999718.47725
27999999717.33214
27999999717.68535
111999998898.30621
111999998879.27243
27999999721.409565
27999999718.482815
111999998910.29483
27999999718.635075
111999998879.42276
111999998876.61336
111999998880.40082
27999999727.06527
27999999718.179546
83999999154.15651
111999998876.52887
27999999727.224766
111999998882.78261
27999999723.076992
83999999163.15915
111999998887.90213
27999999718.056694
27999999729.57032
83999999161.76173
27999999720.74101
111999998878.25752
111999998889.28094
55999999454.71356
111999998880.81917
27999999716.622257
111999998898.07533
111999998903.977
55999999444.84177
27999999718.473366
111999998881.90645
83999999159.45322
111999998882.94525
111999998900.8804
55999999449.17873
111999998890.27342
111999998903.16507
111999998896.37068
111999998892.65837
55999999455.70501
111999998896.44603
111999998887.48584
111999998897.52597
111999998872.79823
83999999170.91002
83999999167.65668
111999998904.20592
111999998899.13324
111999998889.6867
111999998894.42262
111999998885.61523
111999998889.711
111999998894.82481
83999999165.39787
111999998888.6773
111999998896.07176
111999998903.27548
111999998879.46614
111999998894.1305
111999998887.32332
55999999439.047165
111999998893.17032
111999998904.57553
111999998896.44022
111999998897.49232
111999998888.07729
111999998882.39787
111999998901.24316
111999998897.6145
111999998892.91975
111999998909.0742
111999998903.10965
111999998898.48633
111999998902.93388
111999998898.80957
111999998873.90372
111999998897.02573
111999998892.46303
111999998891.33153
111999998892.77837
55999999442.50438
111999998888.3995
83999999163.52907
111999998898.73128
111999998890.89127
111999998892.10274
111999998903.36482
55999999440.56555
111999998877.26913
111999998876.20749
111999998902.63937
111999998893.37825
111999998891.9656
111999998883.60114
111999998903.39381
111999998902.53949
111999998896.27432
111999998903.47871
111999998875.40167
111999998894.84383
111999998891.63066
111999998894.15588
27999999716.55532
111999998888.5649
111999998913.72748
111999998903.28893
111999998895.48561
111999998908.77805
111999998874.38829
111999998890.54805
111999998886.5235
111999998885.14516
111999998907.53485
111999998911.2464
83999999157.92018
111999998910.7524
111999998897.71751
111999998907.624
111999998897.34097
111999998888.59492
111999998883.00516
111999998908.58295
111999998915.68929
111999998884.54631
111999998894.23405
27999999717.824123
111999998889.15991
55999999439.76613
111999998903.68497
111999998896.9551
111999998875.60965
27999999717.00683
111999998891.68637
111999998889.42624
111999998891.95872
111999998892.68703
111999998900.65895
111999998896.25789
111999998885.9325
111999998893.03656
111999998872.87238
27999999720.058773
111999998890.34106
111999998898.86649
111999998892.32108
27999999723.032227
111999998878.581
27999999720.34012
111999998889.83366
111999998875.8869
111999998898.12578
111999998902.10417
111999998887.45952
83999999151.25941
111999998884.71667
111999998891.69618
83999999160.92883
111999998891.68912
111999998891.00874
111999998888.25557
111999998887.6329
111999998887.98416
111999998878.60472
111999998878.04053
83999999159.10043
111999998889.74574
111999998902.98721
83999999160.40402
27999999725.28169
111999998888.46468
111999998871.53073
111999998894.34027
111999998884.41568
111999998898.31802
111999998882.0091
111999998877.15732
111999998899.40378
111999998886.18893
111999998892.62805
111999998901.22371
111999998890.44519
55999999443.36532
111999998888.12521
55999999435.76038
111999998891.35437
111999998887.37239
111999998890.04199
111999998889.98425
111999998890.98712
27999999721.235565
111999998893.89944
55999999440.388245
111999998884.85275
111999998885.948
111999998898.57408
111999998887.10225
111999998891.05847
111999998905.87256
111999998889.06264
111999998892.52829
111999998904.0497
111999998896.01184
111999998896.47034
111999998884.33607
111999998897.65533
111999998891.92761
111999998884.52249
111999998898.39627
111999998908.44524
27999999717.630882
111999998903.93413
27999999717.36978
111999998905.09445
111999998887.71588
111999998904.121
111999998890.49437
111999998879.12184
111999998900.9851
111999998907.81796
111999998888.13083
27999999720.8963
55999999436.90761
27999999718.07509
111999998877.62164
111999998892.2627
27999999717.977554
111999998886.74815
111999998900.16861
111999998888.31525
111999998882.8013
111999998898.52017
111999998875.91365
27999999727.535805
111999998895.85065
111999998900.38474
55999999435.67081
111999998877.54326
111999998904.32028
27999999716.485493
83999999162.44963
111999998890.76306
111999998880.29602
111999998888.26926
111999998880.18716
111999998905.05823
111999998891.89728
111999998885.9927
111999998898.44714
111999998902.80956
111999998892.36032
111999998888.97183
111999998880.70117
111999998905.19907
111999998893.08594
111999998909.21103
111999998899.40451
111999998893.34831
111999998881.86368
111999998893.75496
83999999156.71883
111999998893.10464
111999998883.97745
111999998903.87508
111999998886.92905
111999998890.8929
111999998881.30284
111999998908.4592
111999998879.66373
111999998911.33582
111999998888.39972
111999998892.17422
111999998887.69632
111999998896.43933
111999998901.6095
111999998896.1544
111999998896.27313
111999998890.42535
111999998896.41096
27999999727.4426
111999998881.54454
111999998903.36688
111999998912.7511
111999998892.41266
111999998887.03714
111999998890.13214
111999998915.88301
111999998896.29993
111999998908.87187
111999998892.82251
111999998885.60025
111999998896.36575
111999998909.20807
111999998894.86317
111999998876.42696
83999999159.04904
111999998890.18588
55999999433.50845
111999998883.26968
111999998880.79953
111999998890.34726
111999998892.71922
111999998895.7038
111999998879.676
111999998896.95737
111999998898.60347
111999998871.28427
111999998897.24153
111999998886.47464
111999998874.20602
111999998900.5822
111999998896.5391
111999998884.30649
55999999438.87652
83999999167.9744
111999998899.27788
111999998901.44489
111999998875.1723
111999998903.72215
111999998904.7675
111999998881.96667
111999998877.814
111999998891.6392
111999998906.97581
55999999439.30913
83999999168.44925
111999998890.67827
111999998874.4501
111999998899.7919
111999998884.69522
55999999449.818245
111999998885.07838
111999998898.48703
27999999717.738
111999998887.50082
83999999171.98795
27999999723.133335
111999998877.65591
111999998893.77313
111999998882.61533
111999998907.76682
111999998895.49335
27999999722.854023
111999998890.68492
111999998881.45245
111999998890.76895
111999998896.32733
27999999717.047085
111999998875.5399
27999999718.802345
55999999442.94798
55999999442.51367
27999999717.327408
27999999717.514267
27999999725.636936
27999999719.88405
111999998891.69489
27999999719.849636
27999999716.07361
27999999720.954067
27999999726.757137
55999999442.654236
27999999723.452545
111999998885.02634
27999999721.38906
111999998898.93465
27999999717.639412
27999999721.13224
55999999444.10267
83999999163.67445
55999999436.02175
27999999716.832386
27999999719.277447
27999999714.518574
27999999723.066574
27999999720.56428
111999998904.66512
55999999437.248886
111999998877.77109
27999999721.915604
27999999719.74776
27999999720.52635
55999999447.357666
55999999440.44542
111999998888.40707
27999999718.336308
27999999724.29496
55999999449.76155
27999999723.72493
27999999717.976364
27999999722.204433
83999999163.83177
111999998891.9019
27999999721.32294
83999999166.76045
111999998877.83931
27999999717.881714
27999999720.135475
111999998870.7779
111999998876.52762
27999999726.56466
27999999719.695175
27999999720.576252
111999998883.28514
111999998881.99063
111999998908.25
27999999719.765633
83999999153.97847
27999999717.913643
83999999164.38617
83999999165.37537
111999998876.93463
55999999437.07684
111999998873.59685
27999999719.513977
111999998885.13205
111999998878.10379
27999999716.933163
27999999718.782776
27999999722.991474
27999999719.66931
27999999722.16769
111999998872.25381
55999999451.2866
27999999718.796913
27999999715.17918
111999998889.7918
27999999720.166214
111999998888.47072
111999998897.30986
83999999156.68709
111999998887.57707
27999999725.40046
111999998893.68585
111999998895.31131
83999999166.3321
111999998906.68962
111999998894.10428
111999998891.4118
111999998905.94336
111999998894.47873
111999998878.7258
111999998890.52121
27999999723.103107
111999998886.44975
111999998900.27878
111999998881.94849
111999998893.90825
27999999727.263157
111999998893.83891
27999999718.2269
83999999166.25105
55999999447.98546
55999999438.99596
111999998884.59602
111999998906.01556
111999998902.48334
111999998884.71626
111999998888.9453
111999998900.2193
111999998878.44765
111999998885.74896
27999999727.951164
111999998878.38202
27999999720.397243
55999999437.207886
111999998882.35876
