user0,user1,user2,user3
1.1225446816382532,1.4016319151359389,0.19207417659480766,0.0884422665648108
1.1293995797011547,1.3049100587145905,0.35769928814073065,0.12973481057027056
1.1091602625561479,1.1811071353808753,0.5162903876424091,0.23871669239696094
1.0858971743818717,1.1014617220770802,0.612775732008306,0.3639199341744521
1.0498241308320682,1.0486902042924142,0.6866769934957666,0.4753572530205697
1.0127981921217875,1.0123917028510423,0.7478638555334445,0.5747426239782525
0.9747012929192075,0.9903196066296412,0.8078936252951575,0.6548408906186968
0.939350266015847,0.9743841032149352,0.8474694222873289,0.7328689036671511
0.9058785990401917,0.9802609955465448,0.8891644161531038,0.7965563929501437
0.8786281291205237,0.9660955905813338,0.9300970920205355,0.8498993201687332
0.8532261814842772,0.958686661604376,0.9547311847427729,0.9040303701460615
0.8349670927642334,0.9627861462327589,0.9580969752233094,0.962243593542136
0.8154443538290086,0.9437708656863946,0.9927535333542018,1.013010371462321
0.7968099823678815,0.9318487394377728,1.0137974848754758,1.0509558741047078
0.7779982437666583,0.9278959845860633,1.0303870821083585,1.100463749165154
0.7621423550115783,0.9287948734545702,1.0424510011518546,1.135019490917145
0.7490242531919203,0.9313835112862813,1.0659912586872295,1.1605583274819755
0.7386208620256627,0.9253306411274805,1.0787082405716015,1.18508447436885
0.7242936754358686,0.9287162126871003,1.0894271202762307,1.2158428464923274
0.7191713295070237,0.9269749130304726,1.1002562528570474,1.2459176182285918
0.7079731253307882,0.9084751803365341,1.11663682542969,1.267680915484613
0.694621536495463,0.9150119088388358,1.123099031306603,1.292286818940162
0.6825318883954915,0.9213052000987687,1.1355168819757089,1.3238646582645144
0.6779690624834667,0.9035591786910249,1.148919914811533,1.344867702717713
0.6731392732912228,0.9050908742542082,1.151607993730941,1.3519742886151824
0.6738012879252863,0.9074879097998076,1.1613956433767356,1.374913574632206
0.6582114922537521,0.9039473042277129,1.1788370313957006,1.3996617547067698
0.6567069475351975,0.9029453361167443,1.1791492922113032,1.4144619413820492
0.6468719314041761,0.8928344209243014,1.1916136019591692,1.42767602070895
0.6423638408568878,0.9057277656816913,1.1898122012597039,1.449601118974146
0.6304749954678341,0.8991543391260276,1.2102422847740206,1.4617720288943603
0.6302687236972707,0.9001566015697835,1.2055048495935445,1.4814266857627372
0.6227733742536219,0.9028725444454666,1.1990812889159785,1.4975956557444206
0.6221904094910556,0.8953779692691979,1.2176331541385905,1.4982925272569296
0.6189512059159422,0.8968897451508003,1.2267021576971222,1.5234704669892651
0.6122759473756637,0.8897542573743091,1.2290340511456235,1.5398733446933999
0.6122511704700088,0.8890876195177166,1.2442922115778636,1.5360489355984999
0.6077115686930671,0.8998912302805809,1.2374566823007238,1.5432179611711498
0.5976671357365355,0.8983658719201696,1.2485707237224513,1.553483033047745
0.5967911195464405,0.8980768800930323,1.2467430182274786,1.5539795707418131
0.6004800878974995,0.9060298614283006,1.2493184254486287,1.5631100354413157
0.593521236388371,0.8918098139115073,1.254487342306737,1.5860945489012084
0.5952524488387222,0.8986584977988491,1.2552447612859352,1.5879643517439745
0.5842458593620655,0.8887035631257756,1.2691361284773095,1.5940280783371
0.5886099377919456,0.8957198885307163,1.2621592506430674,1.6168834159014638
0.584725815010958,0.9007463859022642,1.2708006973014199,1.6051577867155005
0.5839719472232683,0.8955718973323384,1.2704364347278627,1.6154149198709808
0.5809072505690008,0.8881682259885433,1.282147789983682,1.618236447635049
0.5729588420497519,0.898759166597039,1.2821266716221187,1.6387310707314315
0.5710909919384368,0.8926471511367674,1.2828624344592,1.6402031036434102
0.5743260297492031,0.8992415503476586,1.2806002991748373,1.6387256769854681
0.5641721582302909,0.892953906001163,1.2888727332059138,1.6484422282156486
0.5795175451492278,0.8891427888239377,1.2830735355029652,1.6681266865203623
0.5673684884291892,0.8902566436265611,1.3056088823519523,1.659139356524348
0.5697636201359233,0.8902708479653269,1.2885802272242148,1.675112019744371
0.5597237580623897,0.8988879504954389,1.301137461421297,1.6803486752525763
0.5660028128211504,0.8931313124762168,1.2954257900777462,1.6850414704724663
0.5616703490165137,0.9042730882641148,1.2973412962698354,1.6851391775248252
0.5509780499428363,0.8874880320786753,1.3185919617466302,1.6974468426172589
0.5634168353984391,0.8957295698517053,1.3092552267527486,1.7018512089770845
0.5559533206808965,0.8911397998510909,1.3105133994318743,1.7098990845276305
0.5651872282970386,0.8936397235291403,1.30850625762157,1.6970558461291954
0.5542912976389699,0.8955111525477367,1.3119182948451078,1.723910889533785
0.5480274498776466,0.8904688270398509,1.3231645020726943,1.724783176683375
0.5543670564228583,0.887928784599411,1.313620176141127,1.7218442529083136
0.5435182264744308,0.8947060666128861,1.329649103446239,1.7316069276481771
0.5529112752925306,0.8908955688446687,1.326215549997051,1.7252919798323358
0.55209574962902,0.8873499814678247,1.3288720012006996,1.7328068433707693
0.537662996663922,0.8905748713945826,1.3294826493614824,1.751879077523265
