systemThrouput,
4.951615602,5.014645661
4.942361202,5.010605241
4.941311317,5.030596045
4.950647949,5.00343131
4.943066377,5.012394753
4.950764157,5.022182382
4.935723526,5.020474276
4.944593189,5.009682772
4.952449775,4.998367582
4.948734429,4.994842399
4.945267019,5.019296148
4.96249221,5.012878609
4.944405133,5.002585302
4.957023007,5.020446928
4.942372948,5.024608897
4.942183264,5.007063242
4.939521301,4.988423263
4.946458111,5.011106911
4.94744456,5.016055386
4.933960763,5.015155772
4.944576975,5.00663321
4.939246846,5.036380699
4.942515578,5.026144721
4.939318803,5.021534769
4.950728787,5.022300946
4.941967919,5.036812092
4.950584156,5.018282316
4.933270336,5.014858108
4.940917626,5.026464746
4.955493427,5.038707983
4.952769542,4.990781648
4.956077608,5.042699421
4.948368458,5.011178764
4.940176901,5.012212445
4.94164626,5.008949262
4.942605109,5.038119329
4.94241031,5.019381456
4.949887111,5.047742351
4.943274281,5.025128342
4.945226755,5.003069886
4.943184642,4.990574876
4.940763519,5.023704313
4.943962716,5.025722148
4.944584215,5.011743813
4.945851255,5.004392591
4.943424782,5.007750592
4.945623296,5.013007162
4.943830491,5.017511814
4.958865848,5.024062554
4.954546627,5.041535864
4.947633065,4.994211507
4.948163994,5.021005639
4.939316217,5.004606548
4.94855958,5.009511377
4.94256422,5.01462011
4.956476628,5.007204931
4.941366979,4.990319516
4.942261852,4.999186208
4.948574989,5.020258057
4.934751338,5.000377889
4.939661785,5.013138267
4.951992296,5.006787479
4.94435327,5.020810853
4.951755729,5.018392319
4.959801036,4.990234453
4.959305987,4.990400398
4.95162719,5.02330211
4.954170676,5.002840284
4.941006387,5.015622437
4.952353516,5.028887466
4.951528258,5.018074549
4.949141564,4.999401733
4.950390094,4.999434153
4.94898955,5.005495699
4.940879405,4.988303166
4.947685716,5.011060079
4.944100973,5.015044453
4.948898952,5.018299608
4.945970459,5.012770264
4.952536397,5.034250776
4.937509196,5.018996563
4.952470088,5.034654229
4.939771392,5.02605557
4.948149748,5.012086712
4.946155458,4.996002578
4.946946802,5.002702736
4.941770903,5.027251325
4.951027652,4.991972685
4.942179372,5.013718353
4.939574459,5.013507623
4.945101493,5.012223574
4.95785451,5.016404998
4.938976705,5.022477259
4.957068141,5.01408871
4.952173002,5.002006622
4.937752709,5.004941486
4.941652419,5.010987839
4.93479128,5.01253321
4.938136897,5.030246279
4.945565008,5.002979701
4.949782078,5.041654448
4.945025264,5.027921914
4.944132396,5.023389619
4.948883909,5.01243224
4.942496503,5.008963646
4.943850622,5.009426175
4.945697219,5.009383251
4.943638143,5.019934425
4.957681004,5.026018031
4.941164125,5.000184691
4.95119416,5.052832436
4.950934696,5.004179548
4.943241382,5.012143678
4.949426652,5.023223569
4.946343956,5.009444312
4.950465948,5.035802204
4.94971653,5.038799579
4.954096853,5.033578896
4.949591678,5.000066251
4.951276831,5.014268472
4.945529347,5.004382322
4.96103579,5.015531768
4.948502113,5.012446306
4.937795787,5.028502
4.953695025,5.017950895
4.951393266,5.00049128
4.96084595,5.01831894
4.944550248,4.992986305
4.950089801,5.014591545
4.95862058,5.031244105
4.954221512,4.993608948
4.944477284,5.029295201
4.946730476,5.030125302
4.943139574,5.036234765
4.957769942,5.02019351
4.947102882,5.00601389
4.963877589,5.040442913
4.940743231,5.015557863
4.957760206,5.030911185
4.936951101,5.01335596
4.95299931,5.035252071
4.9495966,4.999590687
4.955724798,5.025563944
4.948265617,5.028508672
4.951386694,5.021176583
4.946029827,5.006927731
4.943086619,5.027894854
4.950240266,5.001234065
4.947649434,5.028508842
4.960213706,5.033703071
4.950181775,5.020972465
4.955324649,5.029243166
4.962020254,5.011289338
4.941003788,4.999016831
4.945453325,5.016674963
4.950380256,5.007361546
4.95144331,5.014574952
4.957747536,5.02192988
4.950506628,5.011484959
4.955043604,5.022785754
4.943218033,5.024336665
4.953152288,4.974899621
4.951662488,5.015242999
4.948022214,5.007539535
4.948187156,5.012344811
4.947676127,5.00505513
4.948977895,5.021931188
4.938703709,5.02664604
4.93975103,5.036193651
4.956921148,5.040226959
4.967377832,5.00295068
4.947543621,5.004134872
4.960392343,4.99109805
4.945060541,4.999235905
4.949517704,5.000940852
4.960537301,5.02172106
4.947188661,5.012557986
4.95099683,5.015551053
4.954157849,5.003184905
4.951599508,5.012846744
4.950461586,5.000634689
4.948182523,4.996170624
4.950794704,5.024809551
4.948705704,5.023074934
4.952612752,5.011250348
4.963830058,5.033610059
4.955095681,5.02638807
4.951845648,5.035602215
4.953440421,5.000919234
4.949521305,5.003531798
4.960542563,4.9971638
4.941178263,4.996262764
4.951364717,4.993430528
4.9589898,5.01308688
4.952285005,5.010815118
4.938542371,5.007468618
4.951763362,5.003199438
4.958507832,5.02839675
4.947844028,5.010422042
4.946016578,5.029293856
4.942144243,5.012161042
4.945656343,5.014226261
4.954842998,5.016956283
4.951026864,5.026681881
4.956260138,5.029643865
4.957736682,5.005596634
4.9407942,5.017843702
4.952020083,5.00870178
4.952810373,5.027279329
4.960787139,5.036403821
4.951535483,5.031450364
4.948625486,5.019545334
4.959840854,5.02263942
4.944688163,4.994152478
4.948381527,5.00996791
4.952712415,5.021307013
4.951920128,4.985356965
4.953243416,5.042718849
4.958743136,5.027142323
4.949813928,5.032551153
4.963091858,5.037933628
4.945545807,5.04040264
4.956900367,5.010537758
4.959148073,5.012253248
4.957399553,5.007761472
4.957616663,5.001142511
4.950359185,5.017392694
4.945777922,5.026342383
4.95614014,5.03322176
4.943766921,4.992743672
4.954244963,5.014797412
4.951289007,5.026520809
4.952863495,5.019226329
4.94595801,5.017453245
4.964216727,5.010708391
4.952371444,4.998501766
4.950248915,5.022858267
4.961762341,5.021289097
4.958905315,5.008568268
4.953753514,5.018258075
4.944410419,5.022822892
4.957142919,5.004513387
4.952960938,5.022591944
4.95458589,4.985587957
4.949186384,5.025151472
4.960995301,5.030305645
4.956624596,4.992705654
4.956504445,5.006108182
4.949910721,5.026151744
4.955327188,5.01576509
4.946411412,5.006505554
4.952723048,5.009497116
4.952383318,5.023819477
4.94647697,5.025072673
4.954735693,5.034470562
4.951522132,5.027880011
4.94783063,5.005891701
4.940472982,5.018108974
4.948752973,5.016718087
4.953409911,5.027132962
4.956671563,5.015121058
4.947270586,5.004701849
4.942186772,5.003800644
4.961785461,5.008198304
4.956044056,5.036405785
4.952102307,5.002956127
4.959046858,5.000810711
4.963954356,5.01702467
4.95440063,5.019951548
4.955454586,5.0009308
4.960725174,5.016899085
4.962554747,5.025376059
4.954041778,5.005351399
4.962180041,5.025168359
4.95983225,5.024346054
4.942079233,5.005102518
4.96031827,5.008595086
4.950755034,5.029970219
4.966508052,5.007786914
4.950976444,5.023265753
4.952502441,5.024686103
4.955243917,5.021436143
4.953042883,4.984578055
4.958737975,5.008003063
4.958838722,4.997972649
4.955018493,4.990458065
4.95308517,5.018999376
4.947606259,5.011352631
4.951940986,5.042318764
4.955207438,5.005580014
4.954695923,5.005813911
4.952264852,5.035296032
4.963902101,5.004749396
4.949274932,5.025091974
4.951070412,5.014866941
4.953588646,5.020470356
4.946789812,5.013567439
4.950103502,5.013378152
4.95623215,5.033592395
4.946417527,5.018490348
4.952141838,5.037254391
4.941973498,5.013294895
4.949480377,5.033946349
4.963775085,4.995223246
4.940930657,5.030694145
4.960609234,5.034907129
4.954599878,5.023337728
4.958311097,5.024057158
4.946841678,5.026802776
4.956381938,5.022557881
4.951320845,5.016571531
4.961845209,5.018756666
4.960006802,5.030502844
4.961372836,5.047212933
4.961101939,5.045373873
4.95850273,5.021791048
4.959865866,5.023676081
4.958654049,5.020971509
4.951018582,5.009655651
4.947422553,5.009460752
4.954777671,5.030827037
4.973651983,5.020968611
4.952757845,5.002384974
4.941728864,5.004426349
4.958850229,4.996933546
4.951061489,5.003795916
4.961985603,5.017711256
4.964642545,5.014355763
4.967396274,5.012134487
4.956931157,5.010292715
4.957151669,5.016077879
4.963920686,5.036385392
4.958169916,4.992511104
4.955142385,5.018444607
4.96369066,4.994077591
4.957490491,5.008379254
4.949575329,5.023942428
4.959378768,5.035679682
4.963239509,5.005915728
4.952269246,5.051950567
4.956614385,4.989539955
4.951431157,5.027939371
4.956395335,5.018967279
4.962975375,5.008036389
4.94795371,5.01744199
4.947023459,4.988199029
4.954145171,5.009602344
4.963614137,5.029092993
4.948859104,5.023019114
4.951803898,5.002288757
4.962379033,4.998291802
4.954791558,5.050409293
4.951670486,5.02251214
4.960223656,5.017012751
4.961787144,5.005698836
4.955572483,5.011594977
4.948626768,5.016021052
4.960713695,5.038665998
4.955869695,5.02335477
4.974027167,5.026647057
4.953435228,5.008901014
4.962404312,5.016797998
4.959965617,5.032565224
4.972781351,5.020137757
4.951051051,5.038727495
4.968900758,5.024893299
4.956196327,5.011764966
4.949414088,5.009858555
4.951373481,4.995356669
4.951050985,4.993182299
4.94589236,5.024983705
4.953473126,5.014724659
4.956587868,5.009130348
4.955550103,4.994507393
4.956859963,5.00659651
4.960798428,5.003629436
4.946959269,5.023531637
4.953439319,5.008055142
4.956866768,5.011603131
4.949485697,4.985115026
4.962929167,5.014816716
4.948823228,5.023141806
4.956571529,5.01439026
4.960999476,5.027647778
4.948311453,5.017779421
4.954572099,5.012796949
4.966654966,4.999380674
4.958824211,4.98762379
4.957090689,4.997470466
4.964129151,5.011120672
4.956970733,5.034049292
4.954437545,5.034454971
4.964925392,5.029755905
4.959716206,5.016208818
4.96695231,4.997823168
4.960526735,5.038388159
4.949445823,5.018978289
4.960175212,5.016694817
4.964384647,5.032057783
4.964170768,5.009962479
4.962964416,5.011935156
4.955656393,5.020688029
4.963548777,5.026386345
4.956658101,5.042427026
4.959906811,5.009398945
4.950882901,5.017255478
4.960091498,4.997414234
4.958599801,5.015884514
4.956136057,5.016978986
4.95131737,5.0237318
4.948656678,5.016268366
4.961248929,5.002548328
4.939029076,5.028461228
4.964528116,5.001853231
4.970716357,5.010960502
4.951914567,5.024558498
4.964775055,5.027577565
4.95031909,5.011913396
4.96365441,5.013373494
4.966344994,5.035460937
4.949637465,5.029632886
4.961415631,5.013923293
4.965294691,5.015632138
4.963015397,5.032402373
4.962930195,5.012126236
4.963626489,5.002158035
4.968413979,5.003641906
4.968239555,4.997259393
4.952802317,5.011264206
4.965813643,5.002972336
4.949708174,5.014115813
4.956945854,5.006679109
4.958788156,5.014939309
4.961211363,5.004598933
4.961286112,5.015610134
4.956932176,5.003432366
4.959515598,5.01124796
4.949967388,5.022337688
4.957157508,4.990464238
4.966026953,5.025953195
4.957409973,5.024793755
4.973343017,5.027264418
4.971585779,5.034972185
4.960569304,5.001685329
4.958794573,5.031899198
4.950360939,4.990339946
4.959249148,5.032080213
4.96047784,5.025927993
4.952529262,5.038637977
4.947078451,5.010323627
4.945504279,5.02401388
4.961466682,5.015331307
4.962506132,5.012123026
4.95125822,5.01234324
4.963830128,5.034784527
4.950366072,4.996747638
4.96174072,5.006460141
4.951936682,5.041283773
4.957555529,5.010855031
4.970226831,5.006951833
4.953792938,5.004794735
4.952195409,5.025358525
4.954406182,4.994530893
4.955461328,4.989482773
4.960201386,5.021666182
4.967823582,5.02675871
4.942727286,5.022697839
4.950401607,4.986802368
4.955575717,5.033629303
4.95850765,5.009859347
4.959269083,5.0131291
4.960018355,5.0297243
4.965320318,4.995112565
4.962922937,4.994509668
4.958631284,5.0274591
4.962131833,5.013493982
4.954319318,4.99255662
4.956271029,5.005625108
4.977502483,4.994249545
4.951921763,5.043246698
4.952261295,5.021543567
4.965430504,5.002305258
4.966321362,5.016679303
4.962675834,5.03891748
4.959813779,5.032610469
4.953528346,5.011525542
4.960892218,5.019447113
4.957771234,5.022668618
4.963266509,5.020142464
4.95976247,5.015067379
4.958355284,5.033846609
4.970296275,5.001965213
4.958094473,5.009812179
4.966644414,4.995487129
4.95681273,5.022570943
4.963155118,5.029939084
4.963493399,5.006960527
4.966085433,5.010179857
4.96093699,4.992911061
4.953447133,4.99858541
4.952740474,5.010453161
4.954763505,5.032867799
4.970449092,5.008198605
4.962119482,5.028618677
4.970724956,5.012785673
4.967350869,5.024730635
4.963300532,5.021430583
4.954900982,5.01877591
4.968498378,5.022268089
4.962879403,5.004015657
4.970284746,5.01365652
4.959323888,5.019668799
4.948565174,5.020171056
4.963832442,5.013020841
4.952992884,5.018432256
4.955214348,5.024433844
4.959239396,4.995134805
4.963558673,4.994519696
4.970602697,5.005728358
4.955021011,5.007761431
4.961814301,4.987006413
4.954266182,4.985274087
4.958351983,5.008916862
4.966489535,5.024962115
4.968722876,5.03209171
4.97002904,5.00070617
4.953215026,5.021089256
4.965006447,5.004632516
4.959708491,5.00921598
4.968816059,5.001728973
4.969070799,5.011361209
4.957914008,5.015084733
4.961393581,4.985681933
4.956905105,5.033412451
4.959788231,5.008722015
4.958330824,5.004429764
4.967307267,5.019861628
4.96457823,4.9873838
4.958313648,5.027115567
4.966126352,5.013302626
4.963871235,5.047549696
4.96055703,5.014652397
4.950923639,5.021327701
4.952098022,5.011246801
4.964773676,5.007002119
4.956919612,4.992767986
4.967233803,5.01547165
4.95630018,5.004683957
4.9663186,4.999769786
4.969398983,5.010675878
4.959392505,5.019019692
4.970509477,5.029768208
4.9534728,5.005337567
4.964176615,5.030880398
4.958275995,5.027069823
4.974396364,5.006950659
4.963433533,5.006267765
4.969028833,5.024345523
4.968490087,5.006340375
4.956984561,5.022166845
4.958333645,5.015773235
4.969044622,5.012597482
4.952310267,5.009026237
4.953733802,4.995029797
4.959963751,5.021943007
4.969292608,5.018302597
4.960344456,5.029199297
4.960335949,5.008157754
4.963946233,5.028508052
4.953062271,5.015714892
4.960616439,5.024190886
4.966318333,5.02464048
4.971707906,5.004282357
4.964555464,5.025636901
4.963796399,5.005531658
4.94778844,5.019673358
4.964172934,5.031580692
4.957866705,5.024277888
4.95907682,5.023916647
4.955281202,5.007267975
4.967676498,4.993474994
4.967609517,5.034660033
4.960467397,5.002274353
4.955506266,5.012208247
4.967232394,5.016769578
4.962625033,5.00763448
4.962909951,5.010719385
4.956733329,5.012444589
4.962832381,5.029516974
4.952928844,5.003064227
4.964878414,5.024992893
4.965916681,5.011528014
4.970127643,5.007580801
4.964897877,5.012080417
4.958302335,5.022691745
4.964723964,5.006257365
4.960168473,5.027111085
4.96493818,5.021389329
4.971640889,5.038116682
4.961644941,5.024364034
4.976042921,5.01435945
4.9669243,5.031481638
4.962699923,5.019424731
4.9755093,5.024795374
4.956914377,5.0181103
4.96388747,5.02931055
4.956331459,4.985853074
4.971917889,5.008370674
4.961674973,4.992320782
4.963732214,5.014686587
4.965160751,5.013802734
4.969435543,5.020419456
4.963430189,5.041179533
4.960855953,5.010762547
4.973372736,5.00968765
4.967575983,5.018842367
4.964505527,5.026040523
4.954948411,5.011386629
4.960864991,5.003219936
4.9660937,5.013950859
4.963417396,5.022470243
4.961600599,5.016219293
4.960658195,5.042237792
4.951274536,5.022208576
4.960464971,5.024233851
4.958983169,5.022765995
4.95386049,5.014737108
4.964045468,5.006753248
4.958355365,4.990001259
4.964820311,5.027107776
4.960700654,4.997050374
4.962151337,5.007904601
4.971423465,5.017231772
4.960244407,5.038796658
4.965788895,5.040438887
4.965316678,5.022201335
4.964405187,5.021355989
4.966815046,5.023841649
4.966458231,5.01421118
4.973016765,4.998355786
4.965131083,5.052027252
4.966786022,4.997611017
4.965571443,5.002480172
4.951935934,5.016923049
4.966827817,5.010537076
4.964089479,5.01615007
4.953955032,5.014446715
4.958650407,5.007391757
4.948943036,5.014780799
4.965730849,5.02794669
4.958887452,5.022297083
4.968251105,4.999357482
4.96623239,5.006619506
4.96058144,5.02682768
4.957896466,5.01372792
4.973643511,5.012699481
4.975663724,5.028363921
4.963481101,5.021128497
4.953524276,5.016503087
4.957091969,5.030264208
4.959895687,5.020036105
4.961076458,5.017446044
4.95940105,5.03589587
4.964515481,5.017402796
4.971911833,5.035347764
4.956675475,5.003451058
4.954299106,5.013089169
4.968245722,5.015722592
4.963435302,5.042008606
4.973226127,5.017494583
4.962704034,5.010656321
4.966409417,5.024756988
4.956845597,4.995833538
4.96069823,5.01541856
4.979090944,5.015112604
4.970739293,5.016099221
4.959527394,5.02418946
4.970011205,5.018263203
4.969150964,5.012782605
4.967883824,5.022260051
4.951257922,5.017549008
4.950266897,5.033937857
4.964143502,5.008109104
4.963713477,5.015566421
4.959351717,5.011140798
4.95945495,5.02958382
4.95824493,5.010049191
4.957376848,5.014970899
4.957646291,5.017103461
4.969532116,5.020735336
4.954062293,5.011035607
4.962227212,5.037885245
4.961436264,5.027511872
4.97816261,5.006675712
4.951806121,5.008535709
4.957570357,4.994033859
4.966001095,5.020512554
4.976632267,4.989196579
4.97645334,5.012560604
4.97164584,4.996921156
4.960250551,5.035281978
4.964895354,5.017512938
4.971404262,5.031373076
4.958990321,5.016307934
4.967415165,5.018365209
4.95849563,5.00813971
4.96509612,5.028464778
4.953080436,4.999824373
4.965895128,5.024087201
4.965199867,5.044588494
4.968438701,5.007837815
4.964680055,4.996393121
4.964928055,5.012044768
4.959362748,5.000951312
4.966771163,5.029112835
4.963553578,5.024808299
4.973887357,5.01746739
4.962029601,5.004480712
4.961401846,5.004612979
4.963663319,4.991978734
4.953318758,4.992936153
4.96467488,5.007546533
4.960149395,5.021480989
4.968240953,5.019424407
4.960367351,4.999499249
4.965891107,5.024049081
4.970971241,5.028896431
4.964486778,5.022619133
4.958308167,5.027500639
4.950424086,4.998786542
4.975445673,5.023569446
4.964123123,5.014044963
4.963384469,5.026960521
4.966942003,5.030260807
4.957010007,4.99428949
4.982659482,5.000555404
4.961274403,5.042725439
4.956643476,5.009307381
4.966438317,5.005757432
4.971083262,5.006976955
4.958573887,5.024549014
4.972647284,4.999368642
4.969376406,5.027872137
4.96185797,5.017443082
4.965918837,5.037144426
4.97462999,4.988588447
4.975949801,4.991348337
4.958110992,4.99990266
4.961713187,5.030980252
4.967813283,5.030593453
4.963422605,5.034580609
4.974342146,5.025230003
4.970820601,4.994713354
4.961689542,5.032235043
4.974314977,5.021377468
4.972208028,5.010900004
4.965050391,5.023815211
4.969206733,5.017780673
4.969823041,5.02212081
4.971918846,5.032506379
4.968143405,5.032425694
4.960174098,5.02310933
4.967571954,5.014007066
4.969187516,5.007813901
4.963224046,5.005402591
4.953848894,5.020100082
4.956936792,5.012512189
4.96268801,5.011188077
4.960930338,5.007031496
4.970594564,5.019453654
4.972304587,5.014490234
4.964427067,4.997904287
4.96042915,5.008467439
4.967948039,5.02491957
4.977936571,5.029446858
4.969795015,5.027515121
4.96605867,5.001026092
4.962949542,5.010484849
4.967466633,5.026631101
4.958643572,5.029514052
4.963615511,5.007076798
4.969170989,5.013306729
4.969077579,4.997311832
4.963617208,5.021632826
4.978207411,5.014704998
4.966064105,5.026988004
4.962629261,5.02677697
4.966110068,5.001689808
4.970027864,5.003586729
4.976537121,5.007379525
4.960487888,5.028291986
4.965971901,5.01394171
4.964030688,5.007856728
4.96808542,5.011375603
4.971584095,5.015044965
4.965858741,5.027284834
4.959961874,5.012819774
4.962149089,5.008679304
4.972376213,5.014416634
4.958157257,5.021639056
4.968171008,5.045256052
4.970306813,5.017978861
4.9692275,5.010039233
4.963127837,5.016508487
4.968043846,5.03751692
4.966650671,5.015975636
4.975744141,5.012231003
4.969796642,5.032137692
4.97040344,5.007343011
4.9722865,5.048955982
4.958929057,5.013155848
4.960745282,5.022883847
4.96653826,5.004384171
4.964730804,4.983275265
4.966744414,5.012689924
4.971742922,5.027781282
4.965243011,5.018026816
4.968292261,5.003560902
4.967001933,5.017268248
4.971328264,5.014721568
4.974028136,5.02213533
4.968622489,5.003486636
4.974572591,5.013755025
4.977856697,5.031258392
4.97706513,5.021115425
4.965621672,4.994188747
4.958709865,5.014528943
4.972293089,5.02027552
4.970651351,5.025610156
4.960730914,5.022826515
4.966632681,5.030762147
4.975625921,4.979171213
4.971903029,5.028831777
4.973041298,5.0256341
4.970352739,5.015264569
4.970972396,5.045771508
4.964776158,5.023552404
4.96134257,5.00894409
4.978052413,5.022090404
4.96027306,4.989792699
4.972901349,5.017315267
4.963267131,5.018906854
4.970306144,5.026063441
4.969901836,5.017243014
4.970854622,5.015795768
4.977850788,5.000263407
4.966590352,5.02440366
4.958557348,5.02375114
4.978172271,5.022136524
4.963706134,5.010698202
4.95995969,5.026655543
4.967402039,4.988634705
4.955180076,5.015950703
4.965519027,5.019089304
4.963590639,5.031859178
4.971731723,5.022748349
4.958002098,5.031152811
4.965951565,4.994472568
4.95396445,5.019732758
4.961456951,5.000601575
4.966616692,5.00701344
4.974452413,4.982243386
4.968676264,5.021666445
4.964353429,5.043533371
4.973688255,5.016835283
4.97679438,5.013993252
4.975699933,5.006301501
4.969647584,5.001524447
4.965215914,5.019609887
4.970337406,5.008158229
4.966920935,5.02277104
4.969993975,5.036117019
4.967936386,5.028065155
4.971104876,5.026653524
4.968987418,5.012006598
4.957814474,5.016995339
4.979695718,5.014816751
4.963929437,5.026126446
4.960334881,5.021554373
4.962396351,5.016711748
4.960752652,5.003913973
4.966302395,5.027872808
4.967167768,5.011811034
4.964973504,5.018012997
4.95989991,5.005692618
4.960556346,5.007174371
4.958223254,5.009030544
4.967564401,5.018589132
4.975255385,5.025722776
4.965061421,5.028553913
4.978322439,4.991571881
4.973727449,5.018242152
4.963906813,5.037240406
4.978043012,5.01038481
4.962622747,5.016230143
4.971412856,5.036160289
4.977574947,5.023026856
4.970538003,5.039329581
4.975871175,5.032085459
4.96726311,5.024208942
4.968812295,5.007122436
4.965268864,5.019682309
4.9721544,5.020114607
4.96173335,5.006214928
4.973234388,5.028216149
4.968330295,5.030042783
4.960360084,5.010575956
4.961927922,5.026138329
4.966503698,4.992356247
4.963511394,5.006532467
4.971515071,5.003749612
4.96995321,5.031548228
4.970366192,5.000815621
4.971659596,5.014368987
4.96088473,5.009650314
4.970650031,5.013720401
4.96794962,5.026713574
4.962920089,5.00977239
4.961275586,5.036485045
4.971256444,5.027578483
4.973964399,5.015340567
4.966711464,5.025146965
4.965516427,5.016719184
4.974997674,5.037855069
4.975560041,5.017496141
4.975769513,5.023517197
4.977705496,4.984116068
4.958707292,5.035841154
4.974481108,5.059999315
4.970901784,5.013624599
4.96820241,5.006170142
4.969501225,5.006092477
4.973481507,5.007094406
4.963505001,5.002778941
4.970560807,5.018484013
4.972090865,5.023676314
4.971487724,5.037884468
4.964851993,5.021615995
4.964907357,5.016945291
4.977540369,5.005023418
4.979769214,5.00926479
4.966030188,4.995477642
4.963957782,5.005558402
4.96939532,5.022935437
4.97880292,5.021862358
4.958364669,5.014146173
4.965129808,5.004097719
4.971502528,4.999856412
4.972942984,5.013332161
4.973343719,5.0086361
4.980885524,5.023973912
4.967516197,5.028067181
4.968854983,5.033931929
4.973489899,5.006759415
4.965058451,5.039666716
4.964600785,5.02155405
4.971859812,5.004311975
4.972526227,5.021711308
4.963797613,5.041297348
4.965230747,5.009633351
4.978566225,5.034566222
4.968375699,5.028327171
4.960925104,5.036747834
4.965862416,5.009710544
4.975039834,5.016027069
4.967539814,5.007139499
4.977634021,4.99418317
4.973185721,5.018518761
4.959524833,5.002219836
4.96314183,5.011467739
4.965694839,5.014102677
4.968429098,5.013289992
4.964023442,5.026575815
4.960643871,5.051093905
4.97196742,5.020495949
4.969362953,5.009991509
4.95763478,5.012975505
4.978160602,5.017567697
4.973470982,5.038040959
4.969540248,5.013546585
4.976127169,5.003887977
4.964044839,5.019328554
4.981502793,4.998120889
4.969659578,5.015104813
4.960515816,5.019107041
4.961833446,4.999562315
4.974150207,5.014339527
4.965974138,5.028796735
4.963785527,5.041953067
4.961245675,5.019770182
4.964985336,5.01708784
4.972361845,5.040517004
4.967924861,5.008789843
4.970402261,5.017343139
4.968814562,4.998665355
4.96106457,5.032364375
4.9733873,5.036362038
4.969625999,5.038540098
4.971950995,5.023447156
4.964136231,4.993572583
4.970829187,5.008473852
4.965854045,5.01314494
4.96817405,5.00782682
4.964163955,5.026028475
4.971398042,5.021848174
4.974506719,5.010530317
4.968691572,5.014469298
4.975697901,5.021794856
4.969743674,5.001207207
4.9683618,5.011282857
4.97996565,5.020408121
4.966210615,5.016440773
4.972870697,5.004069368
4.96538537,5.019663436
4.965930805,5.009284094
4.968350956,5.010557304
4.969971656,5.028570738
4.973756461,5.022388687
4.963298993,5.016216502
4.971676075,5.006472726
4.97609429,5.036380837
4.971797488,5.012085283
4.967941289,5.02626457
4.967185267,5.016665263
4.963294908,5.024741492
4.967493137,5.006476758
4.973011799,5.037465763
4.967698318,5.020232969
4.969809295,5.002890843
4.969838899,5.021647633
4.977133811,5.02382048
4.960175581,5.041261234
4.96758043,5.003560698
4.964901671,5.027082281
4.965088204,5.005139086
4.971654643,5.000400688
4.970859805,5.02618195
4.968263539,5.026135374
4.971846474,5.038854421
4.963290809,5.000682958
4.965599162,5.015207867
4.969437328,5.00647353
4.974771235,4.993233503
4.970135259,5.008664042
4.972323248,5.030408787
4.970469107,5.016032368
4.97519158,5.021366811
4.966916355,5.018677926
4.973634055,5.017375288
4.970011174,5.023237629
4.9820057,5.019815204
4.984098015,4.974698972
4.980598003,5.020770112
4.952881712,5.035409063
4.969419933,4.999251011
4.968225106,5.031023811
4.973798197,5.017757346
4.970572211,5.004487763
4.974281387,4.998091093
4.973034147,5.018354284
4.966330759,5.009500235
4.973478729,5.010409169
4.982927134,5.003951513
4.971306658,5.006566128
4.97044615,5.032687057
4.974415429,5.012313025
4.970396435,4.993644732
4.977780336,5.0316322
4.966866175,5.016688596
4.972655673,5.001807969
4.961921575,5.036142508
4.969292771,5.011208744
4.977974407,5.005904829
4.96926139,5.009653675
4.97577127,5.031994294
4.973866316,5.010156479
4.957426898,5.020494147
4.957633925,4.993714381
4.963022109,4.999984884
4.965855442,5.008917637
4.970150268,5.003146558
4.974732135,5.018538581
4.975143191,5.014123608
4.971658881,5.036683981
4.964240236,5.031600489
4.980290208,5.022680605
4.965291732,5.025288527
4.969383703,5.012280077
4.972069186,5.006647438
4.978762421,5.014674083
4.974404347,5.024916853
4.9788366,5.001091265
4.978104395,5.032879312
4.979980659,5.002042708
4.966706327,4.989178399
4.971767051,5.00250329
4.95801486,5.00661024
4.971391869,5.014649451
4.970301324,5.034991678
4.964040333,5.013249935
4.966986504,5.04225595
4.972920436,5.015446529
4.979096227,5.007192547
4.969471542,4.999016137
4.980344709,5.011977623
4.962007893,5.025450938
4.968176502,5.020472622
4.965070531,5.011855844
4.964652266,5.002214874
4.973838741,5.012910488
4.969966293,5.021255528
4.970998895,4.998397514
4.961950908,5.005966741
4.970534645,4.994182258
4.97607588,5.009085784
4.979010409,4.999453
4.966763729,5.003005893
4.970554172,5.010780966
4.982307304,5.002417658
4.972788865,5.00815995
4.966524118,5.025522236
4.979742799,5.028144755
4.967766326,5.019806405
4.973147887,5.004873347
4.965037007,5.030801114
4.963950211,5.015918678
4.972836346,5.035451788
4.983810876,5.030445669
4.969135047,4.983666027
4.968824759,5.017956739
4.975169424,5.010396309
4.971060969,5.031295642
4.969460081,5.023221032
4.970205815,5.03618865
4.96730749,5.017316186
4.971919462,5.023960345
4.97259525,5.033029531
4.972979681,5.008397591
4.972666403,4.990931515
4.971350976,5.021413693
4.972157311,5.017199787
4.973232073,5.016596565
4.972919102,5.018373027
4.970216325,5.038990588
4.972360317,4.994853808
4.98189513,5.010339403
4.97096015,5.003126461
4.974033251,5.036255163
4.963495322,5.019621036
4.963829661,5.01088829
4.972078825,5.0240173
4.97102479,5.037980816
4.967009986,5.027706727
4.975151384,5.009724904
4.978752083,4.998253399
4.960839513,5.033767455
4.969376161,5.009559503
4.976253486,5.020188664
4.964621155,4.998538862
4.966753861,5.013919105
4.973028722,5.01142249
4.963633769,5.040624851
4.983165634,5.031258602
4.968497462,4.993337671
4.972510257,5.017844203
4.975148734,5.005273066
