Average Loss,Correct,Accracy
0.4216172397136688,2502,83.4
0.3394433856010437,2610,87.0
0.2795005738735199,2643,88.1
0.35861721634864807,2585,86.16666666666667
0.3009871542453766,2635,87.83333333333333
0.2505433261394501,2720,90.66666666666667
0.37056756019592285,2579,85.96666666666667
0.25103116035461426,2714,90.46666666666667
0.25887492299079895,2691,89.7
0.4061873257160187,2581,86.03333333333333
0.21552394330501556,2742,91.4
0.23161131143569946,2720,90.66666666666667
0.2936522364616394,2667,88.9
0.2355792224407196,2727,90.9
0.20698457956314087,2766,92.2
0.29730942845344543,2679,89.3
0.17990294098854065,2790,93.0
0.21329297125339508,2738,91.26666666666667
0.18788959085941315,2777,92.56666666666666
0.22546689212322235,2747,91.56666666666666
0.21755050122737885,2736,91.2
0.23704761266708374,2708,90.26666666666667
0.30231568217277527,2701,90.03333333333333
0.24515259265899658,2727,90.9
0.25687870383262634,2677,89.23333333333333
0.18791064620018005,2780,92.66666666666667
0.2582595944404602,2729,90.96666666666667
0.19941449165344238,2757,91.9
0.2721427083015442,2725,90.83333333333333
0.19737866520881653,2777,92.56666666666666
0.20788079500198364,2757,91.9
0.2353769987821579,2762,92.06666666666666
0.19369396567344666,2772,92.4
0.19069631397724152,2793,93.1
0.2199401706457138,2736,91.2
0.1612268090248108,2805,93.5
0.2263738363981247,2744,91.46666666666667
0.2793668508529663,2717,90.56666666666666
0.23594728112220764,2742,91.4
0.30907532572746277,2727,90.9
0.1988266408443451,2803,93.43333333333334
0.21876654028892517,2773,92.43333333333334
0.23579004406929016,2769,92.3
0.2772965431213379,2754,91.8
0.22237378358840942,2760,92.0
0.2989944517612457,2714,90.46666666666667
0.20696449279785156,2799,93.3
0.2502976059913635,2745,91.5
0.31682533025741577,2681,89.36666666666666
0.2019650936126709,2787,92.9
0.2583583891391754,2701,90.03333333333333
0.24371695518493652,2766,92.2
0.1853385865688324,2788,92.93333333333334
0.2519831955432892,2749,91.63333333333334
0.19765812158584595,2807,93.56666666666666
0.24936652183532715,2780,92.66666666666667
0.20472030341625214,2786,92.86666666666666
0.17108339071273804,2816,93.86666666666666
0.2344859391450882,2733,91.1
0.20639222860336304,2769,92.3
0.259595662355423,2728,90.93333333333334
0.18319354951381683,2803,93.43333333333334
0.2520245909690857,2772,92.4
0.1813184767961502,2824,94.13333333333334
0.28428539633750916,2732,91.06666666666666
0.2017165571451187,2798,93.26666666666667
0.17306412756443024,2823,94.1
0.20042626559734344,2776,92.53333333333333
0.27842697501182556,2756,91.86666666666666
0.21784570813179016,2787,92.9
0.26815876364707947,2762,92.06666666666666
0.22835339605808258,2779,92.63333333333334
0.2599671483039856,2748,91.6
0.19982683658599854,2819,93.96666666666667
0.21244089305400848,2783,92.76666666666667
0.21170510351657867,2797,93.23333333333333
0.23755919933319092,2805,93.5
0.24350157380104065,2778,92.6
0.23243007063865662,2800,93.33333333333333
0.2189643383026123,2814,93.8
0.36671683192253113,2677,89.23333333333333
0.23398573696613312,2786,92.86666666666666
0.17736764252185822,2819,93.96666666666667
0.19529664516448975,2815,93.83333333333333
0.24237027764320374,2781,92.7
0.16486890614032745,2821,94.03333333333333
0.21125392615795135,2777,92.56666666666666
0.2133955955505371,2798,93.26666666666667
0.23113831877708435,2776,92.53333333333333
0.2728882133960724,2774,92.46666666666667
0.3036802411079407,2764,92.13333333333334
0.2015235871076584,2807,93.56666666666666
0.199301615357399,2799,93.3
0.2665574550628662,2762,92.06666666666666
0.18852491676807404,2802,93.4
0.26398900151252747,2787,92.9
0.24842660129070282,2793,93.1
0.2851555645465851,2778,92.6
0.24010708928108215,2797,93.23333333333333
0.22522035241127014,2817,93.9
0.2993123531341553,2768,92.26666666666667
0.223078653216362,2813,93.76666666666667
0.2236817628145218,2809,93.63333333333334
0.2826429009437561,2783,92.76666666666667
0.23254123330116272,2786,92.86666666666666
0.228756383061409,2784,92.8
0.2813839614391327,2786,92.86666666666666
0.2575153112411499,2804,93.46666666666667
0.21757997572422028,2797,93.23333333333333
0.3419199287891388,2744,91.46666666666667
0.2624415457248688,2800,93.33333333333333
0.2600206732749939,2809,93.63333333333334
0.27337950468063354,2800,93.33333333333333
0.24413929879665375,2842,94.73333333333333
0.33746591210365295,2802,93.4
0.29504281282424927,2789,92.96666666666667
0.24123771488666534,2828,94.26666666666667
0.2387525588274002,2776,92.53333333333333
0.24232153594493866,2812,93.73333333333333
0.2772606313228607,2768,92.26666666666667
0.23167337477207184,2804,93.46666666666667
0.29869839549064636,2808,93.6
0.2743474245071411,2810,93.66666666666667
0.2334764450788498,2823,94.1
0.37299689650535583,2752,91.73333333333333
0.2824779450893402,2821,94.03333333333333
0.39113306999206543,2745,91.5
0.24503488838672638,2828,94.26666666666667
0.44047144055366516,2711,90.36666666666666
0.3304801285266876,2772,92.4
0.30603691935539246,2783,92.76666666666667
0.22064287960529327,2817,93.9
0.24637188017368317,2811,93.7
0.39295873045921326,2758,91.93333333333334
0.2794634699821472,2821,94.03333333333333
0.29464828968048096,2808,93.6
0.4727335274219513,2782,92.73333333333333
0.33306047320365906,2783,92.76666666666667
0.2971690893173218,2773,92.43333333333334
0.3420456051826477,2768,92.26666666666667
0.5811193585395813,2705,90.16666666666667
0.3347214460372925,2770,92.33333333333333
0.2261347621679306,2832,94.4
0.26894694566726685,2837,94.56666666666666
0.3923279643058777,2787,92.9
0.3707455098628998,2769,92.3
0.3505432605743408,2754,91.8
0.4271582067012787,2758,91.93333333333334
0.2595309913158417,2840,94.66666666666667
0.3779369294643402,2803,93.43333333333334
