0,1,2
133.1092357022166,113.50186611373115,99.24384736622764
116.64680591664738,97.49036553406847,120.05344758498471
89.00264148066697,105.07310544213286,122.30476829760921
97.5275075858748,105.29688880512971,97.16786090853891
117.84454495656698,86.47681780108886,113.8584990124167
123.43071107063685,94.555060431861,113.43242766407613
110.40324059998574,104.65139671973868,99.79168878216336
98.52518613488053,111.44014986018345,93.55076986045079
117.82737686648565,114.48467459989597,96.74607863274399
94.35012066909754,106.16272665820145,98.8729214628671
106.5181017556067,104.74671922205177,97.32105954982511
101.00103339877906,107.22945909749113,118.14703808076476
109.00716069516804,105.46505716407039,114.50000341571617
116.94361344820625,132.30479256003548,99.64042507197189
105.08219547194477,126.54085170627009,112.74939372039512
112.39094808012736,97.29351861347031,126.26413923557087
97.87662594922197,106.08099071024506,132.00355572487103
77.13155608596693,109.36526086227855,135.57413943559138
124.82275536936378,130.3773692481552,134.32078668272894
94.65782058940142,109.58937082144737,147.95286903009168
121.44114864346227,101.22145044528345,141.23588719025395
117.8094219913089,124.83183822657153,84.32877907804198
123.94866353222001,94.3355429087753,111.98785548710663
125.3447290411946,101.60162015839751,124.54951320625173
121.78267273986606,117.13948576008754,115.76718408212191
121.54835469430125,120.0366832025409,127.02354003197229
126.52220609171711,100.55513373007074,134.03195354269798
134.68187013608892,109.04910358637501,137.5817641165713
129.6011854841716,135.20486410799288,133.85193393464473
108.80467228821036,101.45851930157362,135.16161357108945
119.32858783159273,124.73577528658905,135.50097824293078
98.16147316435944,90.81124546463684,127.35778878986254
100.19038740529126,123.83446087776117,125.23728401431472
125.09810191000051,129.00018197846973,139.4117523579312
127.39863722434858,137.58753574909633,134.3163475846902
127.97345266469664,122.40951453557855,121.70586238012861
121.38840244480357,144.91259869366095,131.04765832497742
142.17426884732927,131.7590057952736,142.72464912913148
126.02832747912929,137.22593201242552,136.6606946108732
123.04030690787218,136.56211506355316,151.94528663827884
125.0760815391855,148.38445559779888,134.1108550786397
120.89359387548197,116.90534917340425,119.02494560852648
106.25381442166623,116.28092873523565,109.14866374979812
55.758968066652294,116.87533753204912,91.03702195789619
69.59188878597332,98.01158785742047,111.27971809264179
55.13099272016238,88.79163385918235,119.37671515980104
95.42832606672282,101.22781100309662,116.84799406916864
76.96770630911139,113.02333147794494,126.82280800769458
57.21469829470867,115.08318526537994,136.42827464420003
79.13493236521201,118.7826591214538,131.6395768917026
56.781591193374524,92.95380430673578,140.18355362157456
49.157112966951466,87.26244948386454,132.3205241593269
52.355107517495334,115.30762200898575,123.47154890073548
67.44686474288005,107.1236095560889,131.98782351657042
45.92102507785691,88.3671966515964,113.01265841745239
41.48256558206716,94.73779596292125,157.74253619853397
50.96280311349464,123.56196666746727,119.93010611168974
43.43478644836208,103.81180893378001,142.59523572173595
47.499078666787945,91.64809312154883,111.87389292946563
46.210656371969634,127.32645530889023,142.06206676179218
40.76022748506498,93.85842276741195,135.2880974316987
43.44875547528969,92.38571451751116,130.97782885977776
55.008211412673354,130.3176099510361,128.0551058526757
39.30575320729866,118.49150557995792,135.36360136497757
48.25019758328383,142.540796314108,135.1428427225728
45.73515394210354,142.70872983969159,137.67698756710763
39.30767090235631,140.86423243548444,136.76704785169005
43.700211595105046,127.09203208462345,143.88143021847327
48.21070088604175,137.47693153435176,128.1700059768071
43.562048899720274,159.40449566129658,135.07415467045337
41.40936798981592,142.7403388632665,156.58814416692206
117.1249742721592,50.63054998480652,139.22790411272305
126.84242759183161,48.64169611127466,136.29305875541877
131.27130929914458,60.61961862477925,129.07701837131467
130.13286118582033,55.15933548381308,129.5686215384988
133.910742982487,49.055684299261024,131.42752274457206
133.20352189274232,56.33375356370482,128.4347146008701
132.0838509828108,98.62787370138136,129.9929014476864
125.64907281574797,120.20530089221494,148.91528304950995
139.77056348372994,119.40750433882928,138.38089318491
124.11918896732296,120.14521348132656,143.24726729768943
129.1770890891536,109.01171675822475,131.12411619544437
127.99488761489947,105.1993137186281,138.83702252901497
110.1988147551961,111.87582121285203,134.796687139536
115.25774471229404,122.53526875426978,142.3411237208745
120.38947032073222,122.44475754257982,133.97804764846074
124.24862131366982,129.7271240634782,154.45506890059934
134.65415712907443,128.2992214927711,153.92890848306783
126.77853421030542,130.9172745221312,133.03571367371356
139.06825566616556,134.29289703300853,154.63693022516517
137.5173334612538,140.9422909864439,141.02228543899312
114.98183509701929,130.77537119210876,115.66047821547541
125.3148547092476,130.7103626203038,127.8727690483989
126.70122115201379,136.71807657526912,123.73227619371141
135.88806877689814,128.6360008984581,120.56248472074236
125.7960941871921,123.10976380040623,129.8838984595488
130.51938874552087,140.45341852975898,132.6474366329935
127.66482856372208,126.71907372320086,128.38874145985096
120.83411419886983,132.15421836619961,122.12853444696577
122.00912605660888,134.2317437362623,144.03877790950023
125.66093847555608,122.41144596908309,121.99534356427353
134.19649162590792,102.27309766499097,137.90916023910086
110.27791706363385,103.30002530565822,136.19356893287932
137.40184768796945,108.41155470805897,136.8813778638649
121.25833043638677,130.6394403167711,134.88111116667943
132.94433066378846,86.50327547501979,139.9631284048059
138.9649491981351,101.65208232424348,143.03174395910386
131.99603206950977,111.99434778911359,114.68569857536995
132.4385496196346,91.3133305262949,119.41294350297522
130.74863672842108,121.53244069480014,130.8377190377331
132.25921638401437,120.14226974518604,119.88141427528912
