AggregateReceived
0.0
0.0
0.0
27999999723.38681
0.0
0.0
0.0
27999999730.733032
0.0
27999999720.831738
0.0
0.0
27999999719.67253
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999721.238384
0.0
0.0
0.0
0.0
0.0
0.0
27999999726.06284
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
55999999458.770355
0.0
0.0
0.0
0.0
0.0
0.0
27999999717.08016
0.0
0.0
0.0
27999999718.935425
0.0
0.0
0.0
0.0
27999999724.72129
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999718.564583
0.0
0.0
0.0
27999999719.432312
0.0
0.0
0.0
27999999720.04407
0.0
27999999715.50407
0.0
0.0
0.0
0.0
27999999717.19173
27999999715.845684
0.0
27999999720.713036
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
55999999436.89332
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999719.781357
0.0
0.0
0.0
83999999156.01666
27999999720.659565
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999722.321815
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999726.49751
0.0
27999999727.473568
0.0
27999999717.693165
0.0
27999999715.41267
0.0
0.0
27999999722.473145
27999999721.184658
27999999721.407295
0.0
27999999727.53791
27999999726.817554
55999999432.841
27999999721.884605
0.0
0.0
0.0
0.0
0.0
27999999717.49925
0.0
27999999721.283
27999999725.95868
0.0
27999999716.930626
0.0
55999999437.91943
0.0
0.0
0.0
0.0
0.0
0.0
55999999458.57051
0.0
0.0
0.0
0.0
0.0
0.0
55999999433.70543
0.0
27999999720.47277
0.0
0.0
27999999717.9805
0.0
27999999720.02079
0.0
0.0
27999999728.416847
0.0
0.0
0.0
27999999718.843582
0.0
0.0
27999999717.41418
0.0
0.0
0.0
27999999720.651833
27999999724.322746
0.0
0.0
0.0
0.0
0.0
0.0
27999999719.345173
0.0
27999999718.060425
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999727.831326
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999716.562035
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999718.693943
0.0
0.0
0.0
0.0
27999999713.867897
27999999725.737083
0.0
0.0
0.0
0.0
27999999718.020374
27999999726.14188
0.0
55999999431.808365
0.0
27999999725.69115
0.0
27999999719.97517
27999999720.007637
0.0
27999999719.052334
27999999720.435146
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27999999721.434788
0.0
0.0
0.0
0.0
27999999715.68566
27999999720.9253
0.0
0.0
27999999728.63333
