0,1,2,,,,,
167.0217267,111.3583734,80.96588914,,119.7819964,,107.1897421,15.1100524
52.99229227,160.63833,97.18100459,,103.6038756,,,
53.35482403,165.0288239,89.06768325,,102.4837771,,,
65.3668274,142.5132107,97.04331203,,101.6411167,,,
58.37368233,127.4715342,98.45969001,,94.76830219,,,
67.85110293,136.1319417,88.26947103,,97.41750521,,,
67.37419868,115.5230399,101.6749123,,94.85738364,,,
65.381511,112.1727445,95.29881456,,90.95102335,,,
70.94289818,118.9794304,93.62959234,,94.51730699,,,
65.22159148,96.9861585,101.7339938,,87.98058126,,,
73.39952763,84.55047971,96.9727315,,84.97424628,,,
104.6821162,71.6721374,99.97046341,,92.108239,,,
101.3161262,74.4041421,114.2111708,,96.64381305,,,
103.0607188,76.12223328,96.2509586,,91.81130357,,,
109.3577096,76.11159919,99.54306428,,95.00412437,,,
107.3882494,75.90623125,96.27466225,,93.18971432,,,
108.71791,70.72063231,91.56214182,,90.33356137,,,
104.2284694,80.50285638,91.50759033,,92.07963871,,,
99.87533679,72.32399005,90.92089413,,87.70674032,,,
107.3871471,73.84037405,89.33794084,,90.18848733,,,
104.2180014,71.56817235,94.07443137,,89.95353506,,,
112.1991872,95.57021895,81.55795456,,96.44245355,,,
103.7487967,107.439125,80.89142283,,97.35978151,,,
98.90949997,111.2638656,78.86798884,,96.34711814,,,
97.43768221,103.146644,90.33675105,,96.9736924,,,
99.47182664,97.82394947,88.48893189,,95.26156933,,,
108.0480685,98.30582459,86.02852785,,97.460807,,,
108.440255,107.2495347,91.27215076,,102.3206468,,,
102.7393458,91.03591344,90.89990678,,94.89172202,,,
107.1708218,103.5662476,95.57123073,,102.1027667,,,
108.1265368,100.104217,105.0196039,,104.4167859,,,
105.166622,108.2388908,100.5886434,,104.6647187,,,
101.5809749,101.5838478,106.1458326,,103.1035517,,,
104.7174915,95.73320013,131.5727665,,110.674486,,,
103.8017564,99.84815153,118.9860584,,107.5453221,,,
99.00577615,95.39571698,134.0541143,,109.4852025,,,
103.1610203,100.1720887,123.996159,,109.109756,,,
102.252284,96.18572056,133.7854466,,110.7411504,,,
99.85668606,120.9154394,132.3346806,,117.7022687,,,
110.8597973,97.56930271,125.9303514,,111.4531505,,,
106.8521758,90.31095378,130.9653624,,109.376164,,,
104.2031424,131.041237,107.0806912,,114.1083568,,,
116.1497294,135.9046634,101.8851378,,117.9798436,,,
110.6025017,133.7602015,99.24702357,,114.5365756,,,
130.9185087,141.8055352,111.4077665,,128.0439368,,,
131.9769745,136.5522874,104.930318,,124.4865266,,,
127.829872,140.5500628,105.112972,,124.4976356,,,
132.7956089,137.7258635,110.2756434,,126.932372,,,
124.1954679,133.7787757,116.405921,,124.7933882,,,
128.2879161,145.5414383,104.4455746,,126.091643,,,
131.2270867,141.3723829,103.0581448,,125.2192048,,,
113.3848586,144.0774642,133.685161,,130.3824946,,,
101.5727459,144.1554934,144.871616,,130.1999518,,,
103.5868069,139.2921121,138.4327819,,127.1039003,,,
109.8898086,147.4743312,140.2918355,,132.5519918,,,
117.4425171,147.7387279,124.2976873,,129.8263108,,,
134.6244525,138.0867509,127.8458927,,133.519032,,,
122.1749364,133.3306457,142.1553108,,132.553631,,,
118.768957,133.6790271,131.0768236,,127.8416026,,,
142.8006231,132.9223547,133.5968245,,136.4399341,,,
130.8190572,125.7395294,143.3402378,,133.2996081,,,
141.4574811,142.8028365,134.8301191,,139.6968122,,,
