0,1,2,,,,,
103.348766,121.6935145,122.8412218,,115.9611674,,105.2544673,12.76566209
121.6049349,109.9093125,104.4771119,,111.9971198,,,
123.4679469,118.8039028,96.99244432,,113.088098,,,
114.3606386,112.4832678,102.7207601,,109.8548888,,,
124.4635703,112.5760109,102.1409504,,113.0601772,,,
123.1997472,115.5005864,96.07715966,,111.5924977,,,
119.6631849,112.5259038,101.965232,,111.3847736,,,
128.475212,124.6743359,101.4402131,,118.196587,,,
121.8773212,115.6162943,98.79880065,,112.097472,,,
120.5801806,108.6922972,107.4530386,,112.2418388,,,
124.1721688,117.4374113,98.18335912,,113.2643131,,,
124.4802006,115.6634808,103.1927553,,114.4454789,,,
127.6766468,113.0653555,99.42754151,,113.3898479,,,
119.5014924,112.9727511,105.3849858,,112.6197431,,,
122.3930246,113.3065162,113.3049059,,116.3348156,,,
120.8388455,107.8252843,105.8273295,,111.4971531,,,
128.1095022,116.1482016,96.66962412,,113.6424427,,,
120.5320686,123.0109135,99.86280978,,114.4685973,,,
131.001667,122.0981162,101.1597147,,118.0864993,,,
117.1659661,119.7739639,95.23535695,,110.7250957,,,
133.1900925,120.9674685,111.4906851,,121.8827487,,,
114.8414398,110.5367626,113.2066251,,112.8616092,,,
125.803278,128.4160068,96.60674023,,116.9420083,,,
119.5683994,111.7965898,110.7565709,,114.04052,,,
127.3422187,111.4578825,101.267188,,113.3557631,,,
123.9762932,116.8076848,95.25124523,,112.0117411,,,
113.9547057,120.0579197,101.4251315,,111.8125856,,,
126.2559034,119.7209413,104.2176785,,116.7315077,,,
122.5191435,108.2355526,94.99851882,,108.584405,,,
125.3369192,117.8437666,103.1410747,,115.4405869,,,
143.7974115,123.3077177,111.3759876,,126.1603722,,,
120.3450277,124.3202618,110.6793695,,118.4482197,,,
123.3890884,112.0616824,99.4704596,,111.6404101,,,
111.9033976,121.6854337,95.52393643,,109.7042559,,,
122.3942084,112.0581189,107.4265329,,113.9596201,,,
115.9501333,113.9772723,113.7432492,,114.5568849,,,
128.5762652,114.2647893,100.7380207,,114.5263584,,,
119.198136,119.4064324,97.09194283,,111.8988371,,,
120.1358868,124.2789029,97.84882023,,114.08787,,,
114.4413502,116.1480056,99.92410971,,110.1711552,,,
131.415771,111.3533763,104.1378987,,115.635682,,,
121.4163684,118.864324,110.6831463,,116.9879462,,,
119.6749953,121.5826381,101.7160524,,114.324562,,,
115.5029244,122.3902584,104.4779557,,114.1237128,,,
111.087941,118.9718217,104.116552,,111.3921049,,,
135.1484621,116.8247696,115.8807043,,122.6179787,,,
116.9207167,120.5647627,107.8570184,,115.1141659,,,
119.8830186,117.5159665,111.198104,,116.1990297,,,
111.1694219,124.3069558,115.602618,,117.0263319,,,
117.2372491,123.1701337,101.1477137,,113.8516988,,,
112.7882432,116.7691626,97.97589592,,109.1777672,,,
107.7489358,114.5547679,103.2589194,,108.5208744,,,
112.4139355,116.9024114,105.585117,,111.6338213,,,
115.0154679,132.4307313,97.69488477,,115.047028,,,
113.4601326,111.3489444,109.5608019,,111.4566263,,,
115.9655232,114.7936719,114.8746663,,115.2112871,,,
113.9116888,119.892538,100.8689161,,111.5577143,,,
113.0318302,115.3150803,112.6656654,,113.6708586,,,
115.3949715,113.8243314,116.0801592,,115.0998207,,,
113.639295,111.4027543,115.0344713,,113.3588402,,,
110.2351276,126.113207,106.7340998,,114.3608114,,,
113.7184816,117.9735469,100.9030038,,110.8650108,,,
104.637717,113.2319563,104.0289596,,107.2995443,,,
124.5910242,116.4858142,98.58546919,,113.2207692,,,
110.7508007,120.5766826,100.055097,,110.4608601,,,
120.2976737,110.3513615,103.9915889,,111.5468747,,,
110.8568548,123.1713219,105.7629255,,113.2637007,,,
107.8658167,115.5506018,101.0109813,,108.1424666,,,
111.5489684,112.4922197,103.0026669,,109.0146183,,,
116.7871514,116.6917665,105.93304,,113.1373193,,,
113.212781,120.2234816,105.3760419,,112.9374348,,,
108.3717223,118.2127122,104.2903842,,110.2916062,,,
125.8334447,112.6346175,107.5806407,,115.3495676,,,
111.4665091,114.8538283,106.7942513,,111.0381962,,,
114.3244683,111.479088,105.3157055,,110.3730872,,,
116.4503633,124.7805535,114.5981876,,118.6097015,,,
117.1828491,114.7744273,103.969039,,111.9754385,,,
120.7948049,119.0281292,109.8767091,,116.5665477,,,
112.9432319,125.335559,111.6830484,,116.6539464,,,
109.346597,122.4998199,115.1480015,,115.6648062,,,
107.1329775,137.7509511,104.1978777,,116.3606021,,,
108.4027384,110.7442699,117.2639313,,112.1369799,,,
103.5569238,116.6170188,109.916523,,110.0301552,,,
113.1939941,119.9841656,108.0853162,,113.754492,,,
114.4118046,111.3820007,104.9600033,,110.2512695,,,
118.8122675,113.2772277,108.4658827,,113.5184593,,,
112.9524172,110.6367487,111.102332,,111.5638326,,,
113.7832988,118.7435549,103.3273029,,111.9513855,,,
114.88991,119.2793572,105.0570303,,113.0754325,,,
107.3933687,124.8505223,113.872849,,115.3722467,,,
109.046297,119.9325334,102.5329985,,110.503943,,,
111.7159486,114.5718566,121.8447139,,116.044173,,,
120.5436012,115.2824642,104.688512,,113.5048591,,,
106.3833328,112.703313,101.7137436,,106.9334631,,,
108.3176043,119.3255604,100.7474954,,109.4635534,,,
114.6241913,120.5014945,114.6168093,,116.5808317,,,
112.7368439,110.7994068,102.6477388,,108.7279965,,,
111.716141,120.9938001,109.9680699,,114.2260037,,,
108.62468,113.4915375,101.7723824,,107.9628667,,,
111.5605438,114.269498,110.9478221,,112.2592879,,,
130.1220985,114.62363,105.9610025,,116.9022436,,,
115.6323777,128.4914577,132.8261877,,125.6500077,,,
107.7807423,119.0450309,107.0526603,,111.2928112,,,
123.6962721,132.4081705,112.6190267,,122.9078231,,,
108.7861372,112.4786717,105.1258652,,108.7968914,,,
101.8484973,113.7685423,114.1328663,,109.9166353,,,
106.329987,111.1726022,103.6120888,,107.038226,,,
112.7305153,111.0503938,116.0377859,,113.2728983,,,
107.3019138,115.2180773,106.7792943,,109.7664284,,,
107.9298161,121.4995758,106.3973126,,111.9422348,,,
108.1554253,117.199693,112.4350445,,112.5967209,,,
106.924314,128.1534791,105.34125,,113.4730144,,,
109.0520958,119.4469694,107.2645775,,111.9212142,,,
106.8124516,124.3163353,106.3097851,,112.479524,,,
101.6214786,114.2338757,103.7736099,,106.5429881,,,
107.3807153,111.7936305,106.9350423,,108.7031294,,,
107.6793094,113.6437091,103.9625975,,108.4285387,,,
101.5303704,114.1537243,103.9607422,,106.548279,,,
106.9256741,115.4354396,112.6646555,,111.6752564,,,
105.4061573,115.9389485,112.4264835,,111.2571965,,,
101.810929,114.243029,117.465136,,111.1730313,,,
104.4465554,120.0101525,112.2127357,,112.2231479,,,
115.491633,123.7765195,107.855584,,115.7079121,,,
105.8573869,121.2602182,105.4557925,,110.8577992,,,
118.7598587,125.3715932,108.8202685,,117.6505735,,,
114.8752056,113.8592613,107.3815991,,112.0386887,,,
101.4461986,114.5393918,111.1030179,,109.0295361,,,
110.0132951,122.0856151,111.7195622,,114.6061575,,,
113.090708,117.7692894,112.20861,,114.3562025,,,
106.4820689,114.382284,110.4955215,,110.4532914,,,
108.1144808,120.4522608,114.2342462,,114.2669959,,,
102.9690991,113.8290312,111.095664,,109.2979315,,,
99.30018817,119.5740441,107.7832772,,108.8858365,,,
109.1703602,117.2025228,112.5855436,,112.9861422,,,
103.4340981,113.1886188,122.1686586,,112.9304585,,,
105.8280017,117.9905925,131.5446099,,118.4544013,,,
107.6881682,123.1332303,119.0971036,,116.6395007,,,
111.3363956,114.3968631,112.7785587,,112.8372725,,,
107.6021412,115.0364825,117.5659613,,113.4015283,,,
100.8454678,112.5998234,108.5872146,,107.3441686,,,
100.7955468,115.0998408,108.7091049,,108.2014975,,,
117.2537195,117.1986039,120.6891197,,118.380481,,,
104.7072145,118.5651408,105.8676086,,109.7133213,,,
96.05333275,117.8259527,112.98847,,108.9559185,,,
106.6565396,115.6804497,110.8533895,,111.0634596,,,
105.4508424,121.956353,120.065401,,115.8241988,,,
109.9979661,116.2831861,111.101491,,112.4608811,,,
98.38137048,125.0627851,112.5892481,,112.0111345,,,
99.97543366,109.762528,109.8269689,,106.5216435,,,
116.5762204,121.79216,112.4094379,,116.9259395,,,
106.2629257,127.5093799,106.6701487,,113.4808181,,,
109.0252313,112.4472586,113.07608,,111.51619,,,
111.6118558,115.8211365,108.0833822,,111.8387915,,,
107.3235086,111.339144,116.6944225,,111.7856917,,,
106.3930306,113.1201978,108.6133286,,109.375519,,,
107.0218875,118.4998126,113.7847542,,113.1021515,,,
105.3648866,116.4819817,105.5631719,,109.1366801,,,
99.20964002,123.9547687,111.5737087,,111.5793725,,,
99.9807168,112.387977,123.5869622,,111.9852187,,,
105.76184,120.181749,115.850824,,113.931471,,,
103.5686543,117.8847504,114.9283393,,112.127248,,,
