0,1,2,,,,AVG,STD
109.0806099,126.7524358,126.9065305,,120.9131921,,,
111.7736071,122.3551139,129.6856323,,121.2714511,,,
114.1936726,120.487225,125.7183247,,120.1330741,,,
107.721368,133.115117,123.5758249,,121.47077,,,
106.7505821,118.4881767,129.7280153,,118.322258,,,
102.1029069,118.2239335,127.9282177,,116.0850194,,,
105.9293358,124.1134737,121.1785647,,117.0737914,,,
109.154635,120.7559367,128.9854592,,119.6320103,,,
113.7239583,123.0312522,129.9691652,,122.2414585,,,
103.049012,121.6834295,125.7219333,,116.8181249,,,
104.1409615,115.1428007,128.1714911,,115.8184178,,,
104.149039,116.4074181,131.1833851,,117.2466141,,,
103.8819177,128.1896494,128.4328469,,120.168138,,,
108.2235023,117.4798798,127.1846834,,117.6293552,,,
104.7954097,127.0497789,120.6989059,,117.5146982,,,
112.4183841,126.7974164,125.609209,,121.6083365,,,
112.5663789,123.0812926,126.6515564,,120.7664093,,,
96.68987476,124.7258485,129.830566,,117.0820964,,,
108.598905,120.3721843,122.7529904,,117.2413599,,,
103.7532773,126.0120887,133.842027,,121.2024643,,,
108.7340844,117.4456242,145.3754092,,123.8517059,,,
107.9129895,120.8879223,125.6713259,,118.1574125,,,
107.3885568,123.0054393,132.6359535,,121.0099832,,,
107.961668,123.0677298,125.3117244,,118.7803741,,,
99.70472865,132.8624314,129.6441838,,120.7371146,,,
106.4881591,119.1067405,125.7480298,,117.1143098,,,
110.5361503,123.8158171,139.3370379,,124.5630018,,,
108.7466496,119.2339734,141.095619,,123.025414,,,
115.0378901,121.5670348,130.8951223,,122.5000157,,,
108.3098546,129.9267893,133.1914542,,123.809366,,,
116.9534712,120.5551801,127.8941059,,121.8009191,,,
106.5169668,128.9934019,129.8516228,,121.7873305,,,
110.1076482,130.8887371,123.8037885,,121.6000579,,,
112.2123601,118.142376,126.277647,,118.877461,,,
106.9778817,122.6153552,120.6403302,,116.7445224,,,
111.768051,130.8148782,124.0961484,,122.2263592,,,
112.9543258,132.9147803,125.4515689,,123.7735583,,,
112.0506585,128.0141812,135.5159769,,125.1936055,,,
106.1026402,125.6577483,129.1580966,,120.3061617,,,
107.2157071,123.6956488,132.5259897,,121.1457819,,,
115.3737872,123.4015741,126.2036646,,121.6596753,,,
107.2219808,124.3217257,127.3505885,,119.6314317,,,
111.9645013,138.1001328,141.7782387,,130.6142909,,,
109.0614117,118.921998,126.4124194,,118.131943,,,
114.3800568,122.9708509,130.2941624,,122.5483567,,,
108.8798887,130.1958651,135.7253686,,124.9337075,,,
116.4381212,125.7426424,132.9631622,,125.0479753,,,
115.5965647,134.4470061,119.4170547,,123.1535418,,,
109.1719768,123.9128498,125.2317537,,119.4388601,,,
110.1768585,129.1943586,131.8907383,,123.7539851,,,
115.0178924,127.7512779,130.7088053,,124.4926585,,,
108.0462568,123.4828209,127.6925156,,119.7405311,,,
114.0690832,124.8033006,123.4592754,,120.7772197,,,
114.7793459,125.3614634,126.1026768,,122.081162,,,
105.7594903,131.8621302,129.6912202,,122.4376136,,,
115.7584654,131.8376471,127.3883012,,124.9948045,,,
119.0641737,131.9222744,124.9458229,,125.310757,,,
112.2754879,133.2200765,130.4458467,,125.3138037,,,
107.3913794,127.2920111,127.6814343,,120.7882749,,,
118.6803677,117.9868213,127.9315179,,121.5329023,,,
124.7748198,121.8620643,131.4575722,,126.0314854,,,
105.5066533,125.4073241,122.6279397,,117.8473057,,,
107.5487294,126.582104,134.5021231,,122.8776522,,,
108.7307617,121.6217005,132.866721,,121.073061,,,
106.3455718,124.6869829,128.5511462,,119.8612336,,,
117.1479488,120.3827623,121.8067716,,119.7791609,,,
113.5835086,120.8870606,123.0391507,,119.1699066,,,
109.737875,129.3509345,129.7336031,,122.9408042,,,
107.5431724,126.5841721,123.6046747,,119.2440064,,,
118.7006405,122.2051125,127.2566241,,122.7207924,,,
108.8565332,127.9416039,130.5239384,,122.4406918,,,
106.827182,129.7675859,126.1074017,,120.9007232,,,
109.1566098,128.7944185,126.4480388,,121.4663557,,,
111.6734573,136.7906488,127.667851,,125.377319,,,
108.892566,119.5427959,130.8950909,,119.7768176,,,
102.5522238,132.7643544,127.600539,,120.9723724,,,
107.0345573,118.1511128,125.9685417,,117.0514039,,,
112.5100539,119.1024547,129.2900563,,120.300855,,,
109.38532,141.9385469,150.6565653,,133.9934774,,,
107.0351098,132.590567,138.6393948,,126.0883572,,,
111.618053,127.7516972,131.2969865,,123.5555789,,,
104.5523821,122.904475,132.8056848,,120.0875139,,,
104.8630811,119.1167241,125.3611523,,116.4469858,,,
111.5845576,130.8607007,122.9058566,,121.783705,,,
108.7041952,127.5988437,129.7684699,,122.0238363,,,
105.9000068,131.0169512,134.2107311,,123.7092297,,,
103.7515213,125.43178,150.5958894,,126.5930636,,,
115.6416459,127.5645566,123.8562965,,122.3541663,,,
114.2631103,126.3145538,123.0251451,,121.2009364,,,
101.2988234,130.0717606,133.2559666,,121.5421836,,,
112.1123301,117.2282617,125.3554258,,118.2320059,,,
105.6300401,133.3048842,132.6622192,,123.8657145,,,
110.2207773,124.1901476,130.5707088,,121.6605446,,,
107.8862683,124.2317071,127.310585,,119.8095201,,,
109.1128905,119.4254538,128.8462347,,119.128193,,,
113.8186827,124.1506646,123.2116598,,120.3936691,,,
105.9011531,122.9894614,130.4374055,,119.7760067,,,
126.2965693,119.97538,133.4818201,,126.5845898,,,
105.9968952,121.2190331,120.6838666,,115.9665983,,,
112.853588,121.0933458,126.4834088,,120.1434475,,,
112.4133781,128.7477811,131.5676801,,124.2429464,,,
109.4706391,121.0860658,129.6970693,,120.0845914,,,
101.2749742,125.7394829,127.0742114,,118.0295562,,,
108.4368762,119.5327426,124.7232898,,117.5643029,,,
107.7476647,134.2402689,132.7084333,,124.898789,,,
111.0681506,125.5237095,131.6387974,,122.7435525,,,
106.4385086,121.0087362,136.1514387,,121.1995611,,,
105.6037705,128.800035,125.1091007,,119.8376354,,,
106.5003639,128.6495917,141.0099941,,125.3866499,,,
114.2577448,137.5770137,125.7808101,,125.8718562,,,
110.7434464,128.037656,121.6835393,,120.1548806,,,
109.3540266,130.5551585,125.4640153,,121.7910668,,,
109.5727342,122.3374206,123.9372134,,118.6157894,,,
104.1197204,129.4338672,144.7760732,,126.1098869,,,
107.4569915,121.9463869,133.8636699,,121.0890161,,,
113.6546782,120.5661188,123.3233809,,119.1813926,,,
105.9303233,118.6813503,132.0202271,,118.8773002,,,
106.0869598,129.3630627,123.8187846,,119.756269,,,
115.1037854,126.5374204,123.5438533,,121.7283531,,,
117.7123408,121.4607453,119.079215,,119.4174337,,,
109.9454809,125.3371072,121.9440154,,119.0755345,,,
115.5434334,121.2699393,126.5635315,,121.1256347,,,
107.112717,121.5559858,128.1494797,,118.9393942,,,
126.8565841,119.8798494,122.180108,,122.9721805,,,
109.8092217,128.7663591,123.9418153,,120.839132,,,
117.1506035,118.5604326,123.2556133,,119.6555498,,,
114.2887966,136.4449823,130.8614611,,127.1984133,,,
118.4584013,129.0549052,127.4499969,,124.9877678,,,
112.8433944,121.2270949,126.6585924,,120.2430272,,,
111.8640056,126.6177785,121.7524363,,120.0780735,,,
110.8135842,119.3589038,129.5333087,,119.9019322,,,
110.5111725,119.4905301,126.1224464,,118.7080497,,,
112.3027456,122.7855459,123.0815784,,119.3899566,,,
113.8901268,121.072122,123.7848007,,119.5823499,,,
103.9875845,130.596466,129.7496557,,121.4445687,,,
105.7551416,129.9826478,122.2805176,,119.3394356,,,
132.6690269,136.0480412,125.6967944,,131.4712875,,,
108.1150131,121.0193564,129.7321863,,119.6221853,,,
134.0746878,122.4674819,131.8912624,,129.4778107,,,
114.6199442,121.7705025,133.4239057,,123.2714508,,,
107.6177288,117.8796692,134.4229829,,119.9734603,,,
109.2611661,120.1588331,119.0632387,,116.1610793,,,
117.2948686,122.0559965,127.5952591,,122.3153747,,,
113.5941041,123.0449153,133.9455747,,123.528198,,,
123.76576,128.6102873,128.5583846,,126.978144,,,
112.332363,127.3443546,134.3552145,,124.6773107,,,
105.9826467,122.750642,126.1400622,,118.2911169,,,
116.6422389,125.0764439,132.4382779,,124.7189869,,,
111.8081799,132.8795284,126.4036658,,123.6971247,,,
109.7971714,130.0490081,127.1306126,,122.3255973,,,
110.2205093,128.2635169,130.9082155,,123.1307472,,,
120.8971463,118.0523912,136.8049542,,125.2514972,,,
106.4731366,123.1099487,134.2054656,,121.2628503,,,
110.4020481,115.9547524,127.586948,,117.9812495,,,
122.8609544,118.7762961,126.968493,,122.8685812,,,
110.5695259,125.9297253,125.9176313,,120.8056275,,,
121.7182072,120.8633509,141.488499,,128.0233524,,,
114.5904254,121.3175877,120.2769314,,118.7283148,,,
119.8811632,121.8035628,124.5846823,,122.0898028,,,
131.824284,121.1021475,122.5883881,,125.1716065,,,
113.9475938,128.0650145,126.0288404,,122.6804829,,,
111.2681276,117.003616,132.1563997,,120.1427144,,,
110.6362358,124.5023322,119.0994134,,118.0793272,,,
112.3984303,125.4092146,128.0418559,,121.9498336,,,
129.5763061,119.9129703,132.501045,,127.3301072,,,
128.3219013,132.682269,124.5381461,,128.5141055,,,
121.7649444,131.9015335,125.5392743,,126.4019174,,,
114.7970283,120.2311027,122.4067484,,119.1449598,,,
113.197024,121.3202266,134.5473322,,123.0215276,,,
111.3927434,131.9257896,129.3380261,,124.218853,,,
115.5100216,130.5005788,127.5464919,,124.5190308,,,
116.8308073,122.1810864,130.7512861,,123.2543933,,,
121.2570856,122.2582119,124.4801151,,122.6651375,,,
115.3991285,120.3150123,127.1221746,,120.9454385,,,
121.7486922,144.9506259,127.2569158,,131.3187446,,,
114.2318129,129.5997474,121.629631,,121.8203971,,,
122.0684439,128.9318831,124.7690623,,125.2564631,,,
110.8454619,127.9171686,122.8464513,,120.5363606,,,
120.8293943,129.3107079,122.7446278,,124.29491,,,
111.906207,121.580285,132.7813904,,122.0892942,,,
119.1313697,125.0579473,135.3555698,,126.5149623,,,
119.6411232,128.3014048,154.9573555,,134.2999612,,,
116.261008,125.2213281,122.7723964,,121.4182442,,,
111.0206925,118.2083989,142.80199,,124.0103605,,,
107.8731058,119.7519265,129.852365,,119.1591324,,,
109.9107932,124.7732026,122.1795255,,118.9545071,,,
112.8875454,129.6255831,132.4920457,,125.0017248,,,
115.1296116,130.7101025,121.9617905,,122.6005015,,,
113.841914,124.0797184,137.8286429,,125.2500918,,,
125.7808128,125.1210267,125.7020283,,125.5346226,,,
109.8939778,122.3754009,118.3421296,,116.8705028,,,
125.7814017,130.173568,130.3013006,,128.7520901,,,
111.1619041,124.7870245,126.1406664,,120.6965317,,,
118.7829522,128.8996516,123.4351023,,123.705902,,,
119.8019277,132.8143501,132.946727,,128.5210016,,,
114.9459277,126.4112301,122.7397551,,121.3656376,,,
116.0571036,124.8374594,131.3731199,,124.0892276,,,
116.8513499,119.7864785,129.433732,,122.0238534,,,
114.3350395,132.0426923,131.8100065,,126.0625794,,,
116.523108,122.4480951,131.7215446,,123.5642492,,,
116.7936771,119.602406,134.3867229,,123.5942686,,,
120.7604149,119.7162169,139.9149506,,126.7971941,,,
116.9811899,130.2639935,122.4579968,,123.2343934,,,
118.1984547,119.5707463,122.756017,,120.1750727,,,
113.8359403,139.2966038,126.9408033,,126.6911158,,,
115.2506357,133.7003729,123.7369648,,124.2293245,,,
115.4766054,120.0031848,129.3495427,,121.6097777,,,
121.9543024,123.742687,127.4039577,,124.3669823,,,
114.5936004,126.2345059,124.9122001,,121.9134354,,,
115.5141332,125.2685737,121.9098278,,120.8975116,,,
129.7725214,120.5322528,133.1509188,,127.8185643,,,
119.4958693,120.1183829,149.3181881,,129.6441468,,,
126.1960399,126.6208797,123.7738645,,125.5302614,,,
119.4685734,120.6493789,127.1364721,,122.4181415,,,
112.1322295,126.9949061,123.7763859,,120.9678405,,,
127.1060555,136.7622427,124.980269,,129.6161891,,,
121.317283,120.9206982,126.0559641,,122.7646485,,,
129.4759427,120.2712348,124.769728,,124.8389685,,,
112.8799911,126.4425351,126.537602,,121.9533761,,,
114.8778769,116.2778815,125.4151713,,118.8569765,,,
117.3668272,130.4633309,123.6931031,,123.841087,,,
117.1318232,125.1907163,130.6594596,,124.327333,,,
127.7895846,120.358197,134.533808,,127.5605299,,,
123.5888988,122.5550237,134.637272,,126.9270648,,,
120.721133,119.6655113,145.255576,,128.5474068,,,
112.4012553,125.7603519,121.1747807,,119.778796,,,
122.7793995,121.8750319,126.0256103,,123.5600139,,,
122.7109879,122.0713494,132.0211145,,125.6011506,,,
127.8751797,122.5039894,128.034259,,126.1378094,,,
120.5494403,123.7581695,125.336467,,123.2146923,,,
119.0305249,120.8052686,131.6807637,,123.8388524,,,
114.2262982,120.4709725,135.9066073,,123.534626,,,
113.3750621,120.2980082,128.7192402,,120.7974368,,,
122.8988402,123.5734483,134.4207118,,126.9643334,,,
118.1771044,119.1855388,122.5699616,,119.9775349,,,
129.2721759,118.6295382,128.9413171,,125.6143437,,,
125.4470481,117.2333471,135.4152784,,126.0318912,,,
117.6688101,129.6171796,126.0907471,,124.4589123,,,
121.0062801,128.6327778,124.8781816,,124.8390798,,,
121.420983,121.3459196,132.8792199,,125.2153741,,,
119.8549331,123.0740055,135.740997,,126.2233118,,,
131.3879723,121.5833321,125.0759742,,126.0157595,,,
122.8971985,131.4168142,120.4222515,,124.9120881,,,
118.4199109,121.9220166,127.5557168,,122.6325481,,,
117.0132286,117.2902736,159.0608008,,131.1214343,,,
124.9472765,128.6416586,133.5779102,,129.0556151,,,
121.3712688,122.2903533,129.846084,,124.5025687,,,
120.5850864,127.2921207,165.531659,,137.8029554,,,
126.1782985,132.9144095,118.945521,,126.012743,,,
118.6597775,137.6352372,125.0027043,,127.0992397,,,
128.848268,116.9644616,123.0737102,,122.9621466,,,
122.4453808,122.1065325,141.0423349,,128.5314161,,,
121.0881504,126.0628144,128.6255949,,125.2588532,,,
127.6165718,120.6262673,123.60335,,123.9487297,,,
116.9611418,126.4579543,131.5665265,,124.9952076,,,
118.5153263,114.6791849,131.426713,,121.540408,,,
122.3863604,125.2578468,124.3588607,,124.0010226,,,
118.0722527,117.3003668,123.620982,,119.6645338,,,
120.4788593,122.6828467,131.8203752,,124.994027,,,
143.6454235,120.5471656,132.4422918,,132.211627,,,
